questions,answers
yes i overheard your mom and my mom talking in the grocery store,i want to ride a camel and definitely see the pyramids
i want to ride a camel and definitely see the pyramids,i wish our family took outrageous summer vacations like yours
i wish our family took outrageous summer vacations like yours,it helps that my dad is an archaeologist
it helps that my dad is an archaeologist,we will get to go fishing at the river i hate fish
and where are we going to go,i do not know yet
i do not know yet,are we going all out or just starting with a mini family vacation
are we going all out or just starting with a mini family vacation,i want to go all out if we can afford it
reservation may i help you,yes i would like to make a reservation for may rd
yes i would like to make a reservation for may rd,for how many people
for how many people,only one
only one,may i have your name
ms wang this is mr cooper president of ivy publishing,it s nice to meet you mr cooper
good evening sir are you mr jim stewart from the states,ah yes that is right
i am sure we will actually we are looking forward to seeing the great wonder,come this way please the coach is waiting outside
come this way please the coach is waiting outside,fine let s go
i am sorry your visa has expired,what you are kidding let me see that there must be some mistakes
good afternoon madam what can i do for you,hi i want to check out my room is
good morning maintenance department,hello i am having a problem with my air conditioner
hello i am having a problem with my air conditioner,which air conditioner
which air conditioner,the one in the bedroom
the one in the bedroom,what seems to be the problem
what seems to be the problem,there s no cold air coming out
there s no cold air coming out,may i have your room number please
may i have your room number please,
,ok we will send someone up to check it
front desk what can i do for you,this is room can i have a morning call tomorrow
this is room can i have a morning call tomorrow,what time do you want us to wake you up
what time do you want us to wake you up,seven please
seven please,ok i have set it up for you
ok i have set it up for you,thank you
what time does the train for tibet leave,it will leave at p m
it will leave at p m,when does it arrive
when does it arrive,it should be due in at a m tomorrow
it should be due in at a m tomorrow,how much is the ticket
how much is the ticket,it s coach and berths
it s coach and berths,one berth please
amy you do not look so well what happened,yes i feel terrible i have been coughing for the whole morning
yes i feel terrible i have been coughing for the whole morning,do you feel anything else
do you feel anything else,yes i feel chilly and sluggish
yes i feel chilly and sluggish,have you had similar feelings before
have you been to the queen street west,no what is that street charming for
thank you miss will dinner be served on the plane,yes sir i will bring you a menu shortly after we take off
yes sir i will bring you a menu shortly after we take off,that would be nice could you also get me a pillow and a blanket please
that would be nice could you also get me a pillow and a blanket please,here you are
here you are,how long will this flight last
how long will this flight last,it is a six hour flight with an hour layover in los angles
it is a six hour flight with an hour layover in los angles,good i will have plenty of time to nap on the plane
sorry to hear that could you tell me what were in your purse,my mobile phone passport and some cash
my mobile phone passport and some cash,when did you come to america
when did you come to america,just a couple of days ago
just a couple of days ago,could you recall when and where you lost it
could you recall when and where you lost it,i have no idea
i have no idea,ok i have written it down who is your emergency contact person in america
ok i have written it down who is your emergency contact person in america,that is my friend tim who lives nearby
that is my friend tim who lives nearby,ok we will contact you as soon as we have any clues
hello receptionist,yes sir what is the matter
could you please try,ok sir i will do my best
vancouver is the third largest city in canada,would you please tell me what places are worth visiting
i prefer not to move first,ok is it convenient for us to come now
ok is it convenient for us to come now,yes please
there are so many chinese people in vancouver,the chinatown in vancouver is the second largest chinatown in the north america
ok please do so if it is not troublesome,no trouble at all may i know your name and room number
no trouble at all may i know your name and room number,i am du juan in room
i am du juan in room,i see wait in the room please
i see wait in the room please,thank you for your kindness
yes sir we will be there shortly,i am glad you are here see if you can find the problem
i am glad you are here see if you can find the problem,everything is ok now
everything is ok now,thank you for repairing it
thank you for repairing it,you are welcome it s our job to keep things running smoothly
maintenance department may i come in,come in please
come in please,did you call us
did you call us,yes the television is not working properly
yes the television is not working properly,what is the problem
that is great,is there anything else i can do for you
is there anything else i can do for you,no thanks
no thanks,if you have any problems just call us
if you have any problems just call us,ok thank you
is it,yes hope you can enjoy it
a single room from june th to th is that correct,yes
yes,ok do you need a limousine service
ok do you need a limousine service,that is exactly what i want how much does it charge
it sounds good i will take that,thank you sir we look forward to serving you
sunshine hotel,have you got a single room for monday evening please
have you got a single room for monday evening please,with or without private bathroom
with or without private bathroom,with private room please
with private room please,sorry we have not got any but we have a room without private bath room
sorry we have not got any but we have a room without private bath room,how much does it cost
how much does it cost,yuan
yuan,could you book it for me
could you book it for me,of course yes
room reservations may i help you,i would like to cancel a reservation
i would like to cancel a reservation,in whose name was the reservation made
in whose name was the reservation made,jim white
jim white,what was the date of the reservation
what was the date of the reservation,from november st for nights
from november st for nights,excuse me but is the reservation for yourself or for another party
excuse me but is the reservation for yourself or for another party,it s for myself
it s for myself,may i have your name and phone number please
may i have your name and phone number please,yes it s zheg in and my number is
good afternoon is there a vacant room here,what do you want a single or a double one
what do you want a single or a double one,a single preferably with a bath
a single preferably with a bath,how long do you intend to stay
how long do you intend to stay,for four days or so
for four days or so,we have one single room on the fifth floor
we have one single room on the fifth floor,i hope it s quiet i hate noise
i hope it s quiet i hate noise,it s very quiet sir
it s very quiet sir,how much does it cost per day
how much does it cost per day,it s yuan per day including a service charge
it s yuan per day including a service charge,all right i will take the room
all right i will take the room,would you please fill in the registration form
would you please fill in the registration form,ok
welcome how can i help you,hello i would like a room please
a double room sounds great,all right sir how many nights will you be staying
all right sir how many nights will you be staying,a few nights i am not quite sure of my schedule yet
a few nights i am not quite sure of my schedule yet,ok i will just need to see a credit card and passport
ok i will just need to see a credit card and passport,here you are
here you are,what is the rate for a double room for one night
what about the features in the room,our rooms include television set air conditioning and a bathroom
our rooms include television set air conditioning and a bathroom,does the tv have cable
does the tv have cable,yes sir
may i have your room number please,
good morning may i speak to mr black please,speaking
k well i suppose i have no choice what do you want me to do,what time is the most convenient for you to change rooms sir
what time is the most convenient for you to change rooms sir,i am going out in about half an hour
i am going out in about half an hour,what time will you be back
what time will you be back,oh around seven o clock i suppose
ok i will do that,thank you very much sir
do you have any vacancies,yes we have a nice room on the sixth floor
yes we have a nice room on the sixth floor,how much is it
how much is it,yuan a night
yuan a night,ok dose it include breakfast
ok dose it include breakfast,yes and could i have your name
yes and could i have your name,kate green
kate green,how long do you want to stay
how long do you want to stay,days and could you send a bellboy to pick up my luggage
days and could you send a bellboy to pick up my luggage,sure we will be there in a few minutes
sure we will be there in a few minutes,could you keep my valuables
could you keep my valuables,we would like to you may call the attendant if you need any help
here it is,when does the bus come
when does the bus come,you just missed one
you just missed one,how about the next one
how about the next one,in an hour
in an hour,is not there an earlier one
is not there an earlier one,no they come every hour on the hour
no they come every hour on the hour,thank you very much
thank you very much,you are welcome
good afternoon what can i do for you,i booked a room here
i booked a room here,your name please
your name please,brown jason brown
that is right,would you like to register now
would you like to register now,yes
yes,could you fill out this registration form please
could you fill out this registration form please,ok is this all right
ok is this all right,yes thank you may i see your passport please
yes thank you may i see your passport please,here you are
here you are,thank you will you be paying in cash or by credit card
thank you will you be paying in cash or by credit card,in cash
are you a visitor here,no i immigrated here three years ago
no i immigrated here three years ago,have you been used to your new life
have you been used to your new life,yes i love my new life
i love the peaceful life in canada,do you want to live here
do you want to live here,i would like to but i am afraid i can not afford the life here
i would like to but i am afraid i can not afford the life here,the more you work the more you earn
do you know how the national flag of canada looks like,i do not know
i do not know,there is a maple leaf on the flag
good evening this is peter in room,good evening may i help you
ok thank you,it s a pleasure good night have a good sleep
i hear many people here speak french,it is because montreal is a bilingual city
it is because montreal is a bilingual city,it is not easy to improve my english
it is not easy to improve my english,but it s a good opportunity to learn french
but it s a good opportunity to learn french,yeah but french is not easy to learn
yeah but french is not easy to learn,take it easy i have the confidence to learn it well
most people in montreal speak french,are there any people who speak english
are there any people who speak english,only less than percent of the citizens speak english
of course what room are you in sir,i am in room
i am in room,and do you know which room the noise is coming from
toronto is really a lovely place to visit,what attracts you most
it s a suitcase its colour is blue,could you give me a description of your case
could you give me a description of your case,it s like this it s square with a leather cover
it s like this it s square with a leather cover,i will check it for you i have found it is this yours
i will check it for you i have found it is this yours,yes it is the right one
yes it is the right one,will you show me your key card please
will you show me your key card please,here it is
here it is,all right now you can take your case away
yes it s yao lan room,and how many pieces did you have
and how many pieces did you have,two suitcases and a handbag the suitcases are blue and the shoulder bag is red
two suitcases and a handbag the suitcases are blue and the shoulder bag is red,is there a name tag attached to them
is there a name tag attached to them,yes there is
yes there is,we are very sorry for the delay i will check immediately and call you back
good afternoon i will show you to your room,thank you
thank you,could you tell me which bags are yours
could you tell me which bags are yours,they are over there next to the door those three with green tags on them
sure here it is,thank you room you are on the th floor this way please
hello can i help you,hello is my laundry ready my room number is
hello is my laundry ready my room number is,i am afraid it is still being washed
i am afraid it is still being washed,can you take the stain off
can you take the stain off,yes we can but you need wait a moment
yes it will be ready then,ok by the way please get them pressed
ok by the way please get them pressed,no problem
yes will this do,yes it s perfect
good morning room service may i help you,i would like to have lunch in my room
what does a chinese food have,rice egg beef and vegetables
rice egg beef and vegetables,that will be fine i will take it
that will be fine i will take it,i see may i have your name and room number please
i see may i have your name and room number please,sure it s white in room
sure it s white in room,let me confirm your order mr white in room chinese food is that right
let me confirm your order mr white in room chinese food is that right,exactly
exactly,your order will be ready soon thank you for calling
excuse me are you sara wilson,yes i am you must be tom nice to meet you
yes i am you must be tom nice to meet you,nice to meet you too let me help you with your bags
nice to meet you too let me help you with your bags,be careful tom those are pretty heavy
hi sir could you tell me where the hilton hotel is,well there are two hilton hotels around here which one is your destination
a bookstore probably with a yellow and orange logo,good any other clues
oh is there a bank near there standard charted possibly,oh yeah i got it there is a bank my friend exchanged her money there
excuse me this chicken does not taste right to me,what seems to be the problem
yes we do how would you like it cooked,half done
can i have this roll of film developed here,sure let s see it
sure let s see it,here you are
here you are,what size of prints would you like to have
what size of prints would you like to have,regular will be fine how long will it take
regular will be fine how long will it take,only four hours
only four hours,good i will come back in the evening
hi madam i am new here could you tell me where is boarding gate,what is your flight number
what is your flight number,wait a second please oh it s ca
wait a second please oh it s ca,are you a transfer passenger sir
are you a transfer passenger sir,yes
yes,then the north line is the right track for you to take
then the north line is the right track for you to take,it s so nice of you
hello this is hilton hotel how may i help you,hi i would like to make a reservation on this friday
i want a single room with ocean view do you have one,let me check yes
let me check yes,ok i will take it
what time does the train for boston leave,on platform track b
on platform track b,when does it arrive
when does it arrive,it should be there at but it may be a little late
it should be there at but it may be a little late,how much is a one way ticket
how much is a one way ticket,it s
what is the matter,checking out please
checking out please,can i have your keys please thank you here s your statement
can i have your keys please thank you here s your statement,excuse me what are these charges
excuse me what are these charges,oh these are the phone charges and these are for something from the bar
oh these are the phone charges and these are for something from the bar,wait a minute i made a phone call but i never made a connection
wait a minute i made a phone call but i never made a connection,i know sir those are not telephone company charges those are hotel charges
i know sir those are not telephone company charges those are hotel charges,is not that a bit excessive
is not that a bit excessive,i am sorry sir it s our policy
i am sorry sir it s our policy,ok here is the money
ok here is the money,thank you welcome to our hotel again
ann let s go or we will be late,what time is it
what time is it,it is already
it is already,well we still have about minutes
well we still have about minutes,what time did you say the train is leaving
what time did you say the train is leaving,and it takes only minutes to get to the station by bus
and it takes only minutes to get to the station by bus,yes but what will happen if the bus is late
yes but what will happen if the bus is late,relax those buses run every minutes so we have plenty of time
relax those buses run every minutes so we have plenty of time,still on the bus what time is it
still on the bus what time is it,it is a quarter to twelve
it is a quarter to twelve,oh dear we will miss our train
excuse me could you tell me whether there is a restaurant near here,yes there is one at sanyuan bridge it is a famous restaurant in the city
yes there is one at sanyuan bridge it is a famous restaurant in the city,i am afraid there must be a lot of people there
but we do not know the telephone number,here is a tourist guidebook you can look it up in the book
here is a tourist guidebook you can look it up in the book,you are so kind thank you very much
you are so kind thank you very much,it s a pleasure
i would like to rent a car,may i see your driver s license please
may i see your driver s license please,here is my international driver s license what kinds of cars do you have
here is my international driver s license what kinds of cars do you have,we have honda citroen and toyota which make and model do you prefer
we have honda citroen and toyota which make and model do you prefer,i will take the citroen c what is the rate for the car per day
i will take the citroen c what is the rate for the car per day,the price is euro per day do you want insurance
the price is euro per day do you want insurance,full coverage please
full coverage please,that is an extra euro a day
that is an extra euro a day,do i have to fill up when i check in
do i have to fill up when i check in,yes
good morning could you tell me the times of trains to london please,yes there are trains at and
yes there are trains at and,what time does the train get to london
what time does the train get to london,at
at,what about coming back i would like to come back at about p m
what about coming back i would like to come back at about p m,there s one at p m and the next one is at p m
there s one at p m and the next one is at p m,mmm how much is a return ticket
passport and disembarkation card please,here you are
here you are,what is your purpose of visiting
what is your purpose of visiting,sightseeing
sightseeing,how long are you staying here
how long are you staying here,nine days
nine days,all right thank you
please bring your baggage here for inspection,here you are officer
here you are officer,is all your baggage here
is all your baggage here,yes a camera bag a travel bag and a suitcase
yes a camera bag a travel bag and a suitcase,have you got anything to declare
have you got anything to declare,no i have only personal effects
excuse me i need to get to cambridge today,would you like to go by train or by bus
would you like to go by train or by bus,i am not sure which one is better
and how long does the train take,if you take the fast train it will take about minutes
if you take the fast train it will take about minutes,where do i catch the train
thank you very much,you are welcome
do you have any seat preferences sir,yes could you put me in the no smoking section
yes could you put me in the no smoking section,yes would you like a window seat
yes would you like a window seat,if one s available please but not over the wing
is this the front desk,yes sir what can i do for you
yes sir what can i do for you,this is room the air conditioner in my room does not work
this is room the air conditioner in my room does not work,i will have that taken care of immediately
i will have that taken care of immediately,and may i have two more towels please
and may i have two more towels please,no problem we will bring you the towels in just a minute
no problem we will bring you the towels in just a minute,thanks
excuse me what is the actual flying time from here to san francisco,it s about twelve hours
it s about twelve hours,can you tell me what time we are arriving
can you tell me what time we are arriving,sure let me see at a m local time tomorrow
sure let me see at a m local time tomorrow,i see
i see,and that will be p m taipei time
is this the right counter to check in for this flight,yes it is please put your luggage on this scale
yes it is please put your luggage on this scale,ok is the plane on schedule
ok is the plane on schedule,yes it is how many pieces of hand luggage do you have
yes it is how many pieces of hand luggage do you have,two
abby park hotel can i help you,yes i would like to book a room for my wife and myself
yes i would like to book a room for my wife and myself,certainly sir could i have your arrival and departure dates
certainly sir could i have your arrival and departure dates,we will be arriving on tuesday next week and staying for two days
does the bathroom have a bath or a shower,all our bathrooms have full size baths with a shower attachment
all our bathrooms have full size baths with a shower attachment,does the room have an internet connection
does the room have an internet connection,yes all our rooms have complimentary wireless internet
yes all our rooms have complimentary wireless internet,excellent do you serve breakfast in the hotel
that is great can i book the room,certainly sir
can i still catch t for xiamen,sorry sir the train has already left
sorry sir the train has already left,that is too bad can i take another train
that is too bad can i take another train,yes your ticket is valid for three days
yes your ticket is valid for three days,that is great i will take the next train
that is great i will take the next train,you have to have your ticket checked
you have to have your ticket checked,shall i pay extra charge
shall i pay extra charge,no extra charge at all but your berth will be invalid
i would like to have a berth ticket to shanghai,which train do you want
which train do you want,the train
the train,sorry there are not any tickets available for the train
sorry there are not any tickets available for the train,when is the next train to shanghai
when is the next train to shanghai,the next train will leave at o
the next train will leave at o,how much is the ticket
how much is the ticket,yuan
yuan,here is yuan
here is yuan,here are your ticket and change
excuse me madam may i see your ticket please,i am afraid i have lost my ticket can i buy one again
i am afraid i have lost my ticket can i buy one again,where are you going
where are you going,i am going to nanchang
i am going to nanchang,where did you begin your journey
where did you begin your journey,at huangshan
at huangshan,ok here you are
ok here you are,and by the way what time shall we get to nanchang
and by the way what time shall we get to nanchang,we will get there around in the morning
we will get there around in the morning,thanks
could you check my list to see whether i have forgotten anything,no problem but how
no problem but how,i will open the suitcase and you read through the list
that makes sense i will do it,you do need to take some medicines with you just in case
you do need to take some medicines with you just in case,good idea
have you packed our passports,not yet do we need to take it with us
not yet do we need to take it with us,of course otherwise i cannot go abroad
of course otherwise i cannot go abroad,is that hard to get a passport
is that hard to get a passport,not at all but we do need to keep it with us all the time
not at all but we do need to keep it with us all the time,it is hard to believe this little thing is so valuable to us
honey have you all packed,almost ready i am making a double check
almost ready i am making a double check,it is cold on the mountain have you packed the windshelled clothes and bodywarmers
it is cold on the mountain have you packed the windshelled clothes and bodywarmers,of course and i have also packed two umbrellas just in case of raining
of course and i have also packed two umbrellas just in case of raining,you are so thoughtful do you think our tent will be working well
you are so thoughtful do you think our tent will be working well,of course i just bought it last year
of course i just bought it last year,what about our mobile phones and cameras did you charge them last night
what about our mobile phones and cameras did you charge them last night,yes i did do not worry
i would like to know is it a direct flight to dubai,sorry no you need to transfer to a connect flight in the middle
sorry no you need to transfer to a connect flight in the middle,too bad i hate transferring during a flight it is too complex
too bad i hate transferring during a flight it is too complex,you have to do it but it takes only about minutes
you have to do it but it takes only about minutes,really it used to cost a few hours
really it used to cost a few hours,it has become more time saving
it has become more time saving,ok good i want two side by side tickets in the economy cabinet thank you
what is a visa used for,it is a significant document for traveling abroad and visiting
it is a significant document for traveling abroad and visiting,oh where do i need to apply for a visa
does it take a long time to get a visa,not too long working days for a visa
not too long working days for a visa,what materials do i need to provide
what materials do i need to provide,your passport and id card
good morning how can i help you,i want to apply for a passport here
i want to apply for a passport here,ok please fill in these forms and take them back when you are done
ok please fill in these forms and take them back when you are done,minutes later hi here are completed forms
minutes later hi here are completed forms,ok can i have your original id card and tw inch photos
ok can i have your original id card and tw inch photos,here you are but i forgot my photos
a lot of things are prohibited to take on the plane,yes a lot stuffs which are explosive radioactive and poisonous are forbidden
yes a lot stuffs which are explosive radioactive and poisonous are forbidden,understand do i need to take out my laptop from my suitcase
yes there is there is only one ship there every day,what time does it leave
what time does it leave,it leaves at a m
it leaves at a m,could you please tell me about the cabins
could you please tell me about the cabins,yes all the cabins are fit for two
yes all the cabins are fit for two,then where can i catch it
then where can i catch it,at pier five
at pier five,thank you
hi today i am the interviewer for your visa application,ok here is my application form and all the documents
ok here is my application form and all the documents,can you tell me why do you want a visa to america
ok do you plan to go to america all by yourself or with your family,myself
myself,have you finished all you preparation
have you finished all you preparation,yes everything is ready
i see do you know how much the ticket is,it depends on which train do you take
it depends on which train do you take,is it far from here to suzhou
is it far from here to suzhou,yes it stops more than ten times on the way to suzhou
yes it stops more than ten times on the way to suzhou,how long will it take to get there
how long will it take to get there,about fifteen hours
can i see your ticket please,here you are
here you are,ok mr smith do you have any bags to check
ok mr smith do you have any bags to check,just this one
just this one,and would you prefer a window seat or an aisle seat
and would you prefer a window seat or an aisle seat,aisle please
aisle please,boarding time is am
boarding time is am,what is the gate number
what is the gate number,gate c have a nice flight
is there a daily passenger ship to dalian,yes
yes,how many days does it take to dalian
how many days does it take to dalian,about one day it arrives in dalian at a m tomorrow
about one day it arrives in dalian at a m tomorrow,how many ports do we call at on our passage to qingdao
how many ports do we call at on our passage to qingdao,four ports
four ports,the ship is going very fast
the ship is going very fast,perhaps she makes about knots an hour
excuse me,yes
yes,do you have any information about the city sights
do you have any information about the city sights,sure there s a lot here in this pamphlet
sure there s a lot here in this pamphlet,thank you and what s the best way to get downtown
you ve been very helpful,my pleasure
can i help you,yes do you have any rooms available
yes do you have any rooms available,a single
please fill out this form sir,ok here you are
ok here you are,here are your keys check out time is noon
here are your keys check out time is noon,is breakfast included
is breakfast included,no
please put your baggage on the counter and open it let me have a look,yes sir please examine it
yes sir please examine it,anything subject to duty in your suitcase
anything subject to duty in your suitcase,no sir nothing except my personal belongings such as clothes notebooks and some gifts
no sir nothing except my personal belongings such as clothes notebooks and some gifts,any cigarettes or liquor
any cigarettes or liquor,i have cigarettes for my own use
how much duty should i pay,one hundred dollars
one hundred dollars,here is the money
how do you feel,i am getting sleepy
i am getting sleepy,you have had so long a flight
you have had so long a flight,time difference also makes me feel weak
time difference also makes me feel weak,oh i forgot about it
hello i want to make a reservation for a qingdao cruise,when will you set out
when will you set out,next week
next week,ok there is one on wednesday
ok there is one on wednesday,good how much does the sea view stateroom cost for per person
good how much does the sea view stateroom cost for per person,eight hundred yuan
eight hundred yuan,i see does that include fees for shore excursions
i see does that include fees for shore excursions,no it does not but it includes all other on board activities
no it does not but it includes all other on board activities,thanks a lot give me one ticket please
how much does a six day tour by train cost,five hundred yuan
five hundred yuan,does that include hotels and meals
does that include hotels and meals,oh yes and admission tickets for places of interest as well
oh yes and admission tickets for places of interest as well,that sounds reasonable what about the five day flying journey how much is that
that sounds reasonable what about the five day flying journey how much is that,eight hundred and fifty yuan
eight hundred and fifty yuan,covering all expenses
covering all expenses,yes but there is no half fare for children they must pay full fare
i am checking out now can i have my bill please,sure what is your room number sir
sure what is your room number sir,it s here is my key card
it s here is my key card,a minute please it s yuan all together tax included
a minute please it s yuan all together tax included,can i pay with traveler s check
can i pay with traveler s check,sure can i have your passport please
sure can i have your passport please,here you are
royal hotel can i help you,yes i urgently need a room for tomorrow night and do you have any vacancies
yes i urgently need a room for tomorrow night and do you have any vacancies,yes we have what kind of room would you like
yes we have what kind of room would you like,i would like a suite with an ocean view please
i would like a suite with an ocean view please,no problem sir
would you like to go sightseeing tomorrow,not a bad idea
not a bad idea,what would you like to see in beijing
excuse me where can i buy some cigarettes,there is a shop on the ground floor it sells both chinese and foreign cigarettes
there is a shop on the ground floor it sells both chinese and foreign cigarettes,can i also get some souvenirs there
can i also get some souvenirs there,yes sir there is a counter selling all kinds of souvenirs
yes sir there is a counter selling all kinds of souvenirs,by the way where is the men s room
by the way where is the men s room,there is one at the end of the corridor
there is one at the end of the corridor,thank you
thank you,you are welcome
thank you very much may i leave my baggage here until thursday,yes we can put it in our storage room
yes we can put it in our storage room,will there be any extra charge
will there be any extra charge,there will be no charge on baggage left by guests who have checked out
there will be no charge on baggage left by guests who have checked out,i see please prepare my bill and i will be right down to pay it
will you be here long,only three days on business so i will not have a long time
only three days on business so i will not have a long time,there are many tourist attractions in hong kong
there are many tourist attractions in hong kong,do you have some information on these
do you have some information on these,let me give you some brochures to look over
be sure and if there is anything more you need please let us know,ok thank you
ok thank you,you are welcome i hope you will be more comfortable in your new room
we are leaving now,here s your bill
here s your bill,right and would you please forward our mail to this address
right and would you please forward our mail to this address,certainly
certainly,thank you goodbye
thank you goodbye,goodbye hope to see you again
good morning sir may i help you,good morning i would like to pay my bill
good morning i would like to pay my bill,ok in cash or by credit
ok in cash or by credit,in cash how much is the total charge
in cash how much is the total charge,five hundred and thirty yuan altogether including charges for service
five hundred and thirty yuan altogether including charges for service,here you are thanks for your wonderful service
here you are thanks for your wonderful service,not at all welcome again
certainly please wait a moment here is your bill,what is the yuan for
what is the yuan for,this is the charge for your laundry service on nov tha
would you mind waiting a moment while we check it with the department concerned,i do not mind waiting as long as we get this straightened out
it does not matter here is the money,thank you very much hope to see you again
is there anything i can do for you mr king,i am leaving for shanghai tomorrow morning when do i have to settle my bill
i am leaving for shanghai tomorrow morning when do i have to settle my bill,is it all right for you to pay the bill this evening
is it all right for you to pay the bill this evening,that will do where shall i go to pay the money
that will do where shall i go to pay the money,at the cashier s counter of our hotel right in the lobby downstairs
at the cashier s counter of our hotel right in the lobby downstairs,would you please get the bill ready before supper
would you please get the bill ready before supper,all right is your companion leaving for shanghai with you
all right is your companion leaving for shanghai with you,no he will stay here for two more days please keep the room for him
no he will stay here for two more days please keep the room for him,shall i make out a single bill or two separate bills
shall i make out a single bill or two separate bills,two separate bills please
two separate bills please,ok i will surely have the bill ready for this evening
ok i will surely have the bill ready for this evening,will you give the bill to me at around six o clock
will you give the bill to me at around six o clock,no problem by the way do you have any comment to make on our hotel
thank you for your compliments you are welcome to our hotel again,ok i will
i would like to make a reservation to los angels for next monday,just a second and i will check the schedule
just a second and i will check the schedule,i will need an economy ticket with an open return
i will need an economy ticket with an open return,american airlines has a flight leaving at a m
american airlines has a flight leaving at a m,i guess that is ok what time should i check in
i guess that is ok what time should i check in,you have to be there two hours before departure time
what are my choices for lunch,we have beef with rice and fish with noodles which would you like
we have beef with rice and fish with noodles which would you like,fish with noodles please
fish with noodles please,would you care for coffee or tea
would you care for coffee or tea,coffee please
i would like to check in,may i have your ticket and passport please
may i have your ticket and passport please,here you are i would like a window seat
here you are i would like a window seat,no problem put your baggage on the scale please
no problem put your baggage on the scale please,all right
after you,thank you
oh i am very lucky that my wife let me take a heavy overcoat,it is considerate of your wife
it is considerate of your wife,yes she is by the way what is the best season in beijing
really then i will come to beijing in the fall next time,good you are welcome
may i help you,i do not feel well i need an airsickness bag
i do not feel well i need an airsickness bag,yes madam there s one in the seat pocket here you are
yes madam there s one in the seat pocket here you are,thank you
thank you,should i bring you some water
should i bring you some water,yes please
you are from the travel agency are not you,yes are you mr james
yes are you mr james,yes i am are you miss li from the travel agency
yes i am are you miss li from the travel agency,that is right
that is right,do you mind telling me your name
do you mind telling me your name,of course not my name is li ping is this all your baggage
of course not my name is li ping is this all your baggage,yes it is i usually travel light
good evening ma am may i help you,yes i would like to use a safety deposit box
yes i would like to use a safety deposit box,will the object fit into this size of box
will the object fit into this size of box,let me see i think it s ok
let me see i think it s ok,could you fill out this form please ma am
could you fill out this form please ma am,here you are
here you are,thank you ma am would you like to use it until may th
thank you ma am would you like to use it until may th,yes
yes,this way please your box number is
this way please your box number is,thank you
good afternoon ma am may i help you,yes can i deposit valuables here
yes can i deposit valuables here,of course you can please put your articles in this bag and seal it
of course you can please put your articles in this bag and seal it,ok
ok,thank you here is your tag
thank you here is your tag,would you tell me the rate per day for depositing my bag
would you tell me the rate per day for depositing my bag,sure madam only one dollar
sure madam only one dollar,when does the cloakroom close
when does the cloakroom close,this cloakroom is open until p m
i see thanks a lot,you are welcome
may i help you sir,yes i would like some information about the trains to beijing
yes i would like some information about the trains to beijing,when do you want to go
when do you want to go,on july i have to be there well before twelve o clock
the train is leaving hurry up which car are we in,let me see oh no
let me see oh no,here we are car let s get in
here we are car let s get in,seats no and it s nice that we ve got a window seat
seats no and it s nice that we ve got a window seat,let s put our suitcases on the rack
let s put our suitcases on the rack,oh the baggage rack is full put them under the seat for the time being
oh the baggage rack is full put them under the seat for the time being,all right
go to gate the plane is now boarding you must hurry,show me the fastest way to get there
show me the fastest way to get there,instead of walking you can take this shuttle to get you there faster
instead of walking you can take this shuttle to get you there faster,do you think the plane will leave without me
thank you so much i would really appreciate that,you are welcome have a safe trip
is this the friendship hospital please send an ambulance to hu nan road,is it urgent our ambulances are not enough to meet every call
all right we will come right away,after a while where is the patient
after a while where is the patient,he is there in the room he is very ill
may i send food for him,no outside food is not permitted
no outside food is not permitted,can i come round to see him tomorrow
yes thank you,by the way you can bring some flowers
by the way you can bring some flowers,ok
ok,do not worry about him
do not worry about him,when could i take care of him
when could i take care of him,our nurse can take good care of him
i am so glad we decided to go on a cruise for our vacation,are you even glad that we get to buy new clothes too
are you even glad that we get to buy new clothes too,ah that is all part of the fun what do you think of these shorts
ah that is all part of the fun what do you think of these shorts,they look really good on you they look comfortable too
they look really good on you they look comfortable too,they are i think i am going to get a hat too
they are i think i am going to get a hat too,okay i chose this swimming suit do you like it
okay i chose this swimming suit do you like it,wow you look great
wow you look great,great and white which reminds me let s pick up some heavy duty sunscreen
there s been a dramatic change in the weather pattern,do not tell me it affects our flight
do not tell me it affects our flight,it has been delayed
it has been delayed,did they say for how long
did they say for how long,no but probably until there is a break in the storm
no but probably until there is a break in the storm,so we can not really go anywhere can we
we are on our way i think our first stop is buckingham palace,that is right i can already see the palace garden on the left
why s the plane shaking,it s just some turbulence
it s just some turbulence,i am scared
i am scared,do not worry the pilot knows what he is doing
good morning sir may i help you,yes i would like to settle my bill
yes i would like to settle my bill,certainly sir may i have your room key please
certainly sir may i have your room key please,sure here you are
that much would you mind letting me have a look at it,not at all sir here you are
not at all sir here you are,thanks well it seems to be right how much is that in dollars please
i see ok,how would you like to make the payment
how would you like to make the payment,in cash please here you are
by the way please forward my mail to this address,certainly sir we hope you have a good trip
hi i am here to check in,would you please fill out this registration form
would you please fill out this registration form,thank you excuse me sir you forgot to fill in your visa number
thank you excuse me sir you forgot to fill in your visa number,did i let me see that oh sorry here you are
hurry up guys the train is about to leave,we are coming
i can not wait anymore when does the performance start,the show starts at and is over at around o clock p m
what do you think of the leading actors,personally i liked the main character he was true to type
personally i liked the main character he was true to type,you are a better judge i do not know the play well enough
this is your room what do you think of it,it s quiet and clean i love the color scheme
it s quiet and clean i love the color scheme,we have the room color designed for our guest
we have the room color designed for our guest,i really like it here
could you tell me your name sir please,yes it is smith
good sorry to have troubled you so much miss,you are always welcome anything else can i do for you sir
would you mind helping us take a picture,my pleasure how do you want me to do it
