questions,answers
excuse me,yes
you ve been very helpful,my pleasure
is breakfast included,no
one hundred dollars,here is the money
how do you feel,i am getting sleepy
when will you set out,next week
eight hundred and fifty yuan,covering all expenses
thank you,you are welcome
we are leaving now,here s your bill
certainly,thank you goodbye
after you,thank you
sure madam only one dollar,when does the cloakroom close
i see thanks a lot,you are welcome
ok,do not worry about him
why s the plane shaking,it s just some turbulence
it s just some turbulence,i am scared
welcome can i help you,do you have any postcards
where is pamela,is she coming
that is right,well you have fun
well you have fun,i will have fun
what is the matter,i am not sure
i am not sure,is it broken
where can we get batteries,all photography shops carry them
how long would you stay,days from feb to
just a hunch sir,how much again
how much again,
sorry sir,why not
of course not sir,ok i will take one
oh yeah the brand name,so what is it sir
oh yeah the brand name,so what is it sir
it s about two days,what is the cost
what is the cost,it s about yuan
thank you,my pleasure
here you are,please sign your name here
oh ok here s yuan,here are your two receipts
,is lunch included
how much must i pay,it s yuan
it s yuan,here you are
thank you very much bye,you are welcome goodbye
well you like sea food,yes i do
with an ocean view,without is fine
that is right,yes we do
steward,yes ma am
one in english please,all right ma am
okay your last name,rama
rama,and your first name
and your first name,jeff
a visa,the number and expiration
how long are you staying,four weeks
excuse me,yes
no i am not,oh i am so sorry
oh i am so sorry,that s all right
no i am fine thanks,enjoy your stay
bus no,thank you so much
about a week,just a moment please
yes of course,the view is breathtaking
i need your help,oh what is up
to the front desk,just a moment please
all right say cheese,thank you very much
yes it s essential,what about our luggage
please,can i pay by check
yes we do,very good
very good,do you have any identification
is that a guided tour,yes it is
which bus should i take,tour
well here you are,is it free
is it free,of course
what a pity,where shall we go now
show me your card please,here you are
i see,thanks a lot
yes sir we promised that,but have hour journey
good idea,your wet towel sir
yes,how much would you like
it s my pleasure,please accept this tip
all right,what would you like sir
what would you like sir,what would you suggest
sure here you are,thanks
thanks a lot,you are welcome
lucy green,you are booked ms green
you are booked ms green,thanks a lot
thanks a lot,it s a pleasure
when,june rd
your passport please,here you are
what is your flight number,flight ca to chengdu
economy class,and your name please
and your name please,edward smith
yes many thanks goodbye,bye
look at these gorgeous paintings,they are beautiful
they are beautiful,why not take a picture
why not take a picture,of course i will
oh can i,yes please
you are welcome bye,bye
in the hotel,have you made a reservation
have you made a reservation,yes we have
yes we have,that is ok
so what is your plan,what about going to beijing
what is the weight limit,thirty two kilos
no they are not,may i carry this satchel
ok,here is your boarding pass
here is your boarding pass,which gate
sure here you are,thank you
thank you,am i through now
about yuan,thank you very much
thank you very much,you are welcome
passport please,here you are
here you are,are you chinese
are you chinese,yes i am
yes here is the form,is this your luggage
is this your luggage,yes only one travel bag
all right,what is the rate please
no i do not,what are these
what are these,they are my personal effects
stewardess,yes sir
yes they are,please open the black case
please open the black case,ok
hours,what for
in tens and twenties please,no problem here you are
no problem here you are,thanks a lot
chicken please,here you are
when is your flight,june loth
sure,here is the ticket
just for yourself,chen hong too
yes what is the fare,for a single ticket
for a single ticket,well i thought it was
single or return,single please
,can i pay by card
is everything alright,yes everything is fine
your luggage is over kilograms,really what can i do
goodbye and all the best,ok bye for now
ok bye for now,bye
of course,thanks so much
what is today s date,it s july th
about weeks,when are you coming back
is dinner served,yes sir
yes sir,please give me some chicken
ok here you are,thanks a lot
hello this is my passport,what is in your bags
would you mind opening it,of course not
show me your passport please,here you are
where can i get it,here you are
how much in total,rib
rib,is breakfast included
ok goodbye,goodbye sir
it s beautiful here,yes i feel refreshed
yes i feel refreshed,how long will we dock
mazda honda and nissan,honda is ok
round trip,when will you be leaving
first class or coach,coach
yes please,that will be dollars
that will be dollars,ok
can i help you,wait a minute please
wait a minute please,have you made a reservation
does the charge include everything,yes
yes,do you require a deposit
which train do you like,t to washington please
t to washington please,may i have your name
may i have your name,that is lincoln
yes here you are,how much is it
how much is it,it s free of charge
it s free of charge,thanks so much
thank you goodbye,goodbye
half past,is it a through one
is it a through one,no it s an express
how much does it cost,
,does that include the insurance
does that include the insurance,of course
that is a good choice,what is the departure date
no thanks,good night madam
yes sir here it is,how much is it
are these your bags,yes they are
that is right,just a minute please
double p for papa,no double b for bravo
how long is the flight,it s about three hours
what is that,melbourne zoo
how long would you stay,days from feb to
yes,your card number please
your card number please,
,double one zero two
double one zero two,no double nine zero two
no double nine zero two,
,that is right
that is right,and the expiry date
and the expiry date,eleven
eleven,could you repeat that please
could you repeat that please,november this year
thanks a lot goodbye,goodbye
good afternoon,can i help you
yes sir,what about laundry
certainly when for madam,march the rd
would you like breakfast,no thanks
on which day,this friday
right excuse me mrs jones,that is right
anything to drink sir,yes two bottles of beer
here we are room,it is very nice
do you have a reservation,sorry i do not
smoking or non smoking,smoking if possible
excuse me sir,what is the matter
yes,where will we call at
where will we call at,dalian
dalian,dalian is my hometown
dalian is my hometown,really
thank you,anything else mr smith
and,before disembarkation please get ready
before disembarkation please get ready,all right
fine we will cancel it,thank you
do you have a reservation,no i m afraid not
ok sir,when will they be ready
we charge for a barrel,ok here are the clothes
what about a motel,what is that
have you made a reservation,yes i am belen
,fine thank you
repairman may i come in,come in please
come in please,what is the matter sir
what is the matter sir,the toilet does not flush
wonderfull thanks a lot,you are welcome
what is the fare,per hour
per hour,thank you
yes how much is that,
that is good,please fill out the table
sure how much is it,that is
that is,well here is the money
come in please,mr green
yuan for each person,what does it include
sure here you are,was everything satisfactory
economy please,that would be euro
when are you leaving,on may th
on may th,and your destination
and your destination,buenos aires
three weeks,what is your occupation
is there an additional driver,no
single or return sir,single please
single please,pounds please
pounds please,here you are
housekeeping may i come in,come in please
can i see your ticket,of course here you are
are you feeling better now,much better now thanks again
much better now thanks again,my pleasure
yes,here you are
twenty two dollars,here you are
is it this one,yes thank you very much
the day after tomorrow,which flight do you want
credit card,ok here s your ticket
ok here s your ticket,thank you
when was your reservation,it s p m today
i am here on business,may i see your passport
may i see your passport,of course here you are
how long is that journey,hours
hours,thank you
here you are,for business or pleasure
for business or pleasure,business
no i do not drink,what about cigarettes or cigars
what about cigarettes or cigars,i have got some cigars
i have got some cigars,how many madam
how many madam,two small boxes
ok i have got it,thank you good bye
thank you good bye,good bye
it will take days,thank you
what is your name please,wang yongmei
about nine years,what is her job
what kind of card,american express
thank you very much,you re welcome
all right,have you got any identification
o clock,thank you
good morning passport please,here you are
where did you buy it,in boston
in boston,do you travel a lot
no i do not drink,what about cigarettes or cigars
what about cigarettes or cigars,i have got some cigars
i have got some cigars,how many madam
how many madam,two small boxes
ok i will go,that is a deal
that is a deal,sure
is that me,could be
before a m,i see thank you
here you are,where are you coming from
where are you coming from,china
yes it s,thank you
one way or round trip,one way
where did you buy it,in boston
in boston,do you travel a lot
good morning passport please,here you are
where will we sleep then,in the van
in the van,what about other expenses
for today,no early saturday morning
no exactly not,how about afternoon
mmm how much is it,single or return
single or return,return please
yes,and no hijackers
oh yes here it is,sara
sara,what is up
sure,where
where,go to window number eleven
go to window number eleven,thanks
two years,may i know your occupation
two adult passes please,that will be dollars
thanks,have a nice flight
world airlines flight,and your name please
and your name please,john anderson
lily smith,and your telephone number
and your telephone number,hong kong side
hong kong side,ok right then
ok right then,thank you
cheese,did it come out
is it the battery,yes the battery is dead
what flight are you taking,flight
flight,and what is your name
and what is your name,anderson
for how many people,only one
only one,may i have your name
may i have your name,john
chicken please,good choice
oh thank you kindly,you re welcome
it s ok good night,good night
no i do not drink,what about cigarettes or cigars
what about cigarettes or cigars,i have got some cigars
i have got some cigars,how many madam
how many madam,two small boxes
good morning passport please,here you are
where did you buy it,in boston
in boston,do you travel a lot
right,your name please
your name please,robert hamlin
robert hamlin,single or double
single or double,double
yes it does sir,how do i use it
i want to check in,have you made a reservation
sure here they are,any luggage
any luggage,just this suitcase
can i get dinner here,we do serve dinner
we do serve dinner,i see
i feel kind of stupid,why
guess where we ended up,i do not know where
hmm maybe i do,what
you know what trish,what
so what is the problem,i need souvenirs
i need souvenirs,you want some souvenirs
you want some souvenirs,yes yes souvenirs
you can,i feel your pain sir
just a taxi please,and what is your destination
excuse me,yes
you ve been very helpful,my pleasure
is breakfast included,no
aisle please,boarding time is ten am
boarding time is ten am,what s the gate number
what s your name please,my name is judy wang
that s poj,that s correct
that s correct,thank you
look at that village,beautiful
did you buy tickets already,no do we need tickets
outside or inside,outside on the sidewalk
thanks very much,you are welcome
thanks,how was it
o k ticket please,here you are
thank you,have a nice day
have a nice day,you too
open you suitcase please,ok here you are
no i do not,any cigarette liquor
tickets what tickets,two air tickets
two air tickets,air tickets
yes so,think about it
do you speak english,yes a little
hold on a minute please,thank you
where can we climb it,do we have any choices
okay let s go,well that was tough
well that was tough,but we made it
thank you very much,my pleasure
hello is this room service,yes may i help you
please fill in this form,is this all right
single or double,single please
single please,do you have a reservation
is that right,thank you mrs wu
thank you very much bye,you re welcome good bye
just one,what kind of room
smoking or non smoking,non
round trip or one way,one way
just one adult,which class
smoking or non,non smoking
i got it last week,how long is it valid
good good luck to you,thank you very much
passport and embarkation card please,here you are sir
here you are sir,where are you from
where are you from,i am from china
how long is the layover,less than one hour
certainly it s a pleasure,where shall we go next
where shall we go next,customs
customs,ok
sure,what is in the box
what is in the box,chocolates
chocolates,are they liqueur chocolates
are they liqueur chocolates,no they are peppermint chocolates
a visitor,have a good time
yes it s essential,what about our luggage
how much must i pay,it s ten yuan
it s ten yuan,here you are
thank you very much,you re welcome
open your suitcase please,ok here you are
no i do not,any cigarettes baker
may i see your passport,here it is
hi can i help you,yes we have a reservation
yes we have a reservation,what is your name sir
what is your name sir,jack
can i help you sir,yes i am checking out
can i help you sir,yes i am checking out
sure your room number pls,room
in cash,is that us dollars
is that us dollars,yes
hi can i help you,yes we have reservations
yes we have reservations,what is your name sir
what is your name sir,jack bates
sure we try our best,thank you
at please,how many in your party
how many in your party,a party of
please fill in this form,is this all right
hello is this room service,yes may i help you
hold on a minute please,thank you
hello walter,yes hi what is up
i am in the bathroom,what took you so long
what took you so long,gross diarrhea
gross diarrhea,it s not so bad
how about this afternoon at,that s fine
yes i think so,thank you very much doctor
thank you very much doctor,my pleasure
all right,good now the other eye
good now the other eye,well this one is worse
have you got a headache,yes i ache all over
yes i ache all over,are you coughing much
are you coughing much,a little bit
thank you doctor goodbye,goodbye
hello doctor,what is the matter
what is the matter,i have got a backache
when did it start,about four days ago
i do not know exactly,what is your problem then
medical department are you sure,yes just go there
yes just go there,where is it
have you got a headache,yes i ache all over
yes i ache all over,are you coughing much
are you coughing much,a little bit
thank you doctor goodbye,goodbye
i need some medicine,for whom
what symptoms does he have,fever and a bad cough
thank you very much,my pleasure
hello doctor,what is the matter
what is the matter,i have got a backache
when did it start,about four days ago
okay,goodbye randy take care
the price per night is,that sounds fine to me
it will be nightly,that is a reasonable price
ok thanks a lot,that is nothing
okay,goodbye randy take care
i have a terrible toothache,which tooth is it
which tooth is it,pointing this one here
how do you sleep,very badly doctor
very badly doctor,are you worried about anything
what is wrong with you,my head hurts badly
good morning,good morning
good morning,what is the problem
thanks a lot,you are welcome
have you taken your temperature,yes and it is c
doctor save my baby please,what symptoms does he have
when should i take them,take on after each meal
how about,let me check
thank you very much,you re welcome
i need some medicine,for whom
what symptoms does she have,fever and a bad cough
thank you very much,it s my pleasure
oh yes is it dangerous,no but it s painful
well thanks very much,not at all
well thanks very much,you are welcome
do you have any symptoms,runny nose and coughing
runny nose and coughing,do you have a fever
it s not serious,are you sure
are you sure,yes
yes,what should i do
thank you,you are welcome
well i see thanks,you are welcome
for two days,do you have a fever
your throat is inflamed,is it serious
i need my minibar restocked,everything is gone sir
not a problem anything else,oh yes one more thing
you have drunk everything sir,i finished it all
each night will be,that price is perfectly acceptable
i never have seasonal allergies,consider yourself lucky
consider yourself lucky,what are all the symptoms
did you take the job,no
no,why not
hello is this mr chang,yes who is speaking
thank you very much goodbye,goodbye
why what is the problem,i have a dentist appointment
i have a dentist appointment,okay
mary s is handling it,is everything under control
has he been late before,yes once last week
yes once last week,thanks for letting me know
why,because we are partners
how about friday afternoon,that will be fine
is this all right,yes you are doing great
yes you are doing great,where will you be going
is this ok,so far so good
are you feeling ok,my stomach is bothering me
my stomach is bothering me,what have you been eating
i have a major stomachache,did you eat something strange
does it hurt,a little but not much
how s jimmy today,better thank you doctor
no he doesn t,must he stay in bed
do you have an appointment,no i do not
no i do not,is it urgent
ow,what is the matter andy
what is the matter andy,i slipped and fell downstairs
i slipped and fell downstairs,have you hurt yourself
what is your temperature now,my temperature is degrees centigrade
you hoo anybody here,over here betty
your medical card no please,grm
hi good morning sarah,good morning dr lee
not very well,what are your symptoms
sharp pain,is the pain continuous
please lie down over there,all right
no,what about here
what about here,not really
for about a month,how about your appetite
how about your appetite,i am eating pretty good
i am eating pretty good,how about your bowel movements
how about your bowel movements,no constipation everything seems ok
good morning how are you,i am very worried doctor
how do you sleep,very badly doctor
well doctor i,did you eat any cake
did you eat any cake,yes i ate some cake
no,and this
and this,yes a bit ouch
hello is this professor clark,yes i am professor clark
i am not feeling well,what is bothering you
is everything ok,i just feel funny
,do you have medical insurance
do you have medical insurance,yes i do blue cross
what part hurts,the shoulder
,do you have medical insurance
do you have medical insurance,yes i do blue cross
my appointment was on monday,what time had you chosen
what time had you chosen,it was for
thanks doc,arthur that s the bathroom
thanks doc,arthur that s the bathroom
all right,good now the other eye
good now the other eye,well this one is worse
yes,for how long
do you feel nauseous,yes occasionally
was there much bleeding afterward,no not much
thank you,you are welcome
does it hurt,a little but not much
i have a terrible toothache,which tooth is it
which tooth is it,this one here
i don t have it,what
i do not have it,what
how was your appetite,pretty good i would say
unbutton your shirt please,well doctor
ok hold on please,ok thank you
i have decided to leave,leave why
i fired mr li today,that is terrible
xxxxxxxxxx,hello
six weeks did you say,yes five to six weeks
sure,how would you seat them
great thanks,anything else
yes i have,do you have any questions
thank you,she will be back soon
that s rather hard,but it matches my major
any question about the work,to whom should i report
what are you greatest strength,honest hardworking and responsible
is that true,definitely
why are you quitting,i have had enough
of course here you are,thank you
hi marry this is tom,how can i help you
all right,thank you
certainly hold on,thanks
is this susan,no i am the operator
hi is this sue,yes
what position,senior account rep
senior account rep,how much does it pay
how much does it pay,it starts at s
what is your price,yuan for each piece
how about yuan,i offer you yuan
what makes you angry,dishonesty it s unacceptable
wish you good luck,thank you
yes in most circumstances,are you available for travel
rose is this you,yes what is up
thank you mr smith goodbye,goodbye lucy
ok yuan a month,thank you very much
what does cabs stand for,international air braking systems
what time exactly,your flight takes off at
only three days,that is the company policy
thanks for your help,no problem
what size do you need,mm diameter
you are on,when do you leave
i see anything else,no thanks
,
,
,that is right
rosedale investments,could you spell that please
um yes it s ros,
,that is right
marriott street,how do you spell that
ok will do bye,thanks bye
it s the cygnet trust,could you spell that please
what is wrong,there s no power
all right good bye,good bye
what is your strongest trait,adaptability and sense of humor
hold on please,thanks
come in and sit down,thanks mr liang
may i come in,come in please
before next friday,all right
ok thanks for calling,bye
bye,bye
thanks,how was your flight
good morning helen,good morning steven
good we will take suits,ok thanks for the order
thank you,you are welcome
thank you for your information,you are welcome
okay bye,bye
i should be most delighted,thank you mr white
ok we will bye,bye
i think so bye,bye
sure please hold on,thank you
are you liu yan,that is right
that is right,have you brought your credentials
have you brought your credentials,yes here you are
yes here you are,let me have a look
let me have a look,ok
certainly,what is the tariff
it is unnecessary,that is all right
right seeing is believing,sure
please sit down,thank you
so,we got the contract
we got the contract,all right
which ad would that be,for the job
so you are a headhunter,we are an employment agency
how about your interview,they turned me down
they turned me down,why you are so excellent
ok,buy a decent suit
buy a decent suit,is a white blouse ok
is a white blouse ok,yeah fine and dressing shoes
yeah fine and dressing shoes,how about make up
how about make up,not much make up
for the construction site manager,that is the one
that is the one,what happened
i am going there tomorrow,great good luck
silly me,now press this button
come in please,good morning sir
actually i do,who
you are miss liu,that s right
that s right,please take a seat
please take a seat,thank you madam
yes very much,that is good
okay,buy an expensive suit
buy an expensive suit,how expensive
how expensive,the more expensive the better
is a white blouse okay,yeah fine and dressing shoes
yeah fine and dressing shoes,black
black,black is good
black is good,white pantyhose
white pantyhose,no dark or skin colored
no dark or skin colored,jewelry
how about make up,not much make up
not much make up,perfume
good luck next time,thank you
call me mr smith,certainly mr smith
are you married,yes i have just married
where do you live,i live in beijing
i live in beijing,what is your permanent address
where is your birthplace,my birthplace is suzhou
my birthplace is suzhou,where is your domicile
where is your domicile,my domicile is beijing
for the bank manager,that s the one
that s the one,what happened
i m going there tomorrow,great good luck
good morning ann,good morning mr jones
i won t,thanks see you
that is fine with me,would you mind relocating
are you miss thou ping,yes i am thou ping
actually i m thirty now,where were you born
where were you born,i was born in xinjiang
i was born in xinjiang,what is your nationality
what is your nationality,han
are you married,no i am still single
yes i m years old,you look very young
you look very young,thanks
thanks,where is your birthplace
where is your birthplace,my birthplace is yentai
how about your family,they do not mind
my telephone number is,where are you from
where are you from,i am from guangdong
yes it s true,what about the foreign bank
are you married,yes i am
which university are you attending,i attended suzhou university
i attended suzhou university,have you received any degrees
what was your minor subject,psychology
yes what is wrong,what is the date today
what is the date today,today is september th
really how did it go,pretty well i think
well what would you suggest,could you make it
go ahead,thank you
yes they usually do it,do they charge for that
i see thank you,you are welcome
what s your name,my name is li jean
did you like your work,yes i did
where did you study accounting,i studied at anshan university
i studied at anshan university,did you intern anywhere
thank you very much,you re welcome
how,buy an expensive suit
buy an expensive suit,is a white shirt ok
may i try this on,yes let me help you
yes what size are you,i am a size
i am a size,try this on please
i was thinking of off,that will probably be ok
what about your mother,my mother is a housewife
my mother is a housewife,are you married
have you finished school,yes i have already graduated
wonder why they do that,i feel terrible now
sounds good,thanks for your time
thanks for your time,no problem bye bye
how do you do,how do you do
may i come in,yes please
yes please,how are you doing sir
in mathematics i got a,have you received any scholarships
nice to meet you,nice to meet you too
nice to meet you too,you are a graduate right
guangzhou university,what degree did you receive
ok see you then bye,bye
ok thank you,you re welcome
that would work too,anything else
no i don t please,are you in robust health
anything else,i am self indulgent sometimes
about two weeks,i see
i wish you good luck,thank you
nope,have you updated your cv
have you updated your cv,nope
hello parker how s everything,can not complain and you
sure,thanks
thanks,you re welcome
thanks a lot,good luck
good luck,i need it thank you
how do you do,how do you do
about of the gross sales,that is fine
yes it has,excuse me what is this
excuse me what is this,this is a circuit board
where do you work,i work at a hospital
i work at a hospital,are you a doctor
are you a doctor,no i am a nurse
see you later,bye
here s my name card,and here s mine
have not you met yet,no we have not
hello,hello is that miss smith
hello is that miss smith,yes
all right bye,bye
good morning mr zhang,good morning
are you done,yes
please come in steven,all right mr green
i am afraid so,did i do something wrong
six days or so,who will take your place
ok what time is it,o ctock this afternoon
yes that would be better,fine good bye
fine good bye,good bye
ok see you then,see you
of course i will,good luck
thanks good bye,good bye
that is perfectly all right,thanks for your forgiving
thanks for your forgiving,it s really of nothing
it s really of nothing,i will work hard
i will work hard,that is quite all right
why,the task is tough
bottoms up,cheers
it s my pleasure,what are your salary expectations
that sounds reasonable,do i have paid vacation
thank you,bye bye
have you got it now,yes i found it again
yes i found it again,when
when,this morning i mean
thank you,bye bye
no there s no need,can i print it
can i try later then,yes of course
thanks for the warning,that is all right
please take a seat,thanks
wilson,and your other names
and your other names,steven michael
how old are you,twenty one
twenty one,where were you bron
where were you bron,in california
in california,are you married or single
are you married or single,i am single
thank you,good luck to you
good morning,er good morning yes er
what is your major,german
well how was the interview,not too bad i suppose
thank you,you are welcome
can you type jane,yes i can
yes i can,how many words a minute
how many words a minute,about words a minute
can you start next week,next week
next week,yes on monday
can i try later then,yes of course
please take a seat,thanks
wilson,and your other names
and your other names,steven michael
how old are you,twenty one
twenty one,where were you bron
where were you bron,in california
thank you,good luck to you
can i leave early today,sure i don t mind
what s your name please,robert philips robert
good morning,er good morning yes er
i promise i will,you would better
um me,bingo
no come here right now,ok
ok,what is the matter
how about friday afternoon,that will be fine
all right,how could i get there
morning tom,hi mary
may i come in,come in please
twenty,hum still a student
ok i am dick,glad to meet you
how do you do,how do you do
hello is vanessa there,yes this is vanessa
where are you from,i am from germany
a little french,good
who is on duty,i am sir
thanks vivian,no problem at all welcome
when do you need it,asap in writing of course
sorry to hear that,how about next week
are you ok there,oh my computer crashed again
oh my computer crashed again,can i help
look he has a partner,he is dancing with jack
he is dancing with jack,gross
chang,yeah that sounds right
eric chang in accounting,that is him
no come here right now,ok
ok,what is the matter
may i come in,come in please
how do you do,how do you do
do you have a moment,sure what do you need
silly me,now press this button
which one is this,it s the canon
it s my pleasure,what are your salary expectations
that sounds reasonable,do i have paid vacation
what time exactly,i need it delivered at
i sure can,great see you then
i promise i will,you would better
ok see you then bye,bye
thanks vivian,no problem at all welcome
mr smith please,sorry he is out
thank you very much,you re welcome
it is really exciting news,what news
it was a nightmare,what s up
hello,hello is doris available
what is your strongest trait,cheerfulness and friendliness
hello is this ann,yes it is kelly
yes it is kelly,yes it s me
yes it s me,do you have a cold
this coming july,what degree will you receive
what is your major,my major is business administration
no thank you goodbye,goodbye
come in please,good morning mrs smith
silly me,now press this button
yes,from video tv
from video tv,yes video tv
it s area code,that is
that is,no that is
no that is,oh i am sorry
oh i am sorry,yes that is right extension
thank you good bye,good bye
i am years old,are you married
are you married,no i am still single
are you mr wu,yes i am
may i come in,yes please
what is your name please,my name is sun lin
my name is sun lin,how old are you
then tell me your birthplace,my birthplace is nanjing
yes,click on that
click on that,oh i see
hello is this ann,yes it is kelly
yes it is kelly,yes it s me
yes it s me,do you have a cold
what s wrong,i got laid off today
i got laid off today,oh no that s terrible
oh no that s terrible,yeah
yeah,what happened
i would if i could,why can not you
why can not you,because i have other obligations
thank you bye,goodbye
yes,how often
when can you begin,immediately
come in please,good afternoon mrs smith
that is fine,anything else
anything else,no
as suppose you reback at,may i leave message
may i leave message,of course
are you ok there,oh my computer crashed again
oh my computer crashed again,can i help
i have a resume here,what is your name please
what is your name please,david chou
thanks a lot mrs white,you are welcome
thank you,thank you goodbye
thank you good bye,good bye
no,that is strange
but sir,yes yuri
friday is good,morning or afternoon
morning or afternoon,morning
thank you,you are welcome
yes it s john eng,and the number
and the number,
mr green please,sorry he is out
extension to,when will you reach there
all right see you later,after a while
silly me,now press this button
for how long,years
how about sick days,you get paid sick days
you get paid sick days,any other benefits
thank you,you are welcome
sure have a seat,thanks
is this mr david richton,yes
and your company name please,he knows who i am
ok what is your number,it s
thank you,bye
bye,bye
yeah all right thanks susan,that s all right
hello ms murphy,yes who s calling
hello mr rodriguez,yes is this paula
hi is this rich,yeah who s calling
john it s susan miller,hi susan what s up
i sure can,great see you then
hello,is petti there
that was right,yes thank you very much
yes thank you very much,you are welcome
definitely very relaxing,good right that comes to
no thank you,is that all
is that all,that is all thank you
that is all thank you,what else do you want
what else do you want,i want my change
yes that s correct,ok thank you
will there be any layovers,no all flights are direct
hello parker how s everything,can t complain and you
what s that,i got sacked today
how late were you,only about minutes
nope,have you updated your cv
have you updated your cv,nope
hi isaiah how are you,i m well and you
do you speak spanish,yes but not fluently
do you have s second,sure what do you want
hello excuse me,yes can i help you
what,look this window is open
look around,the tv s still here
is english acceptable for you,yes
yes,what is your name
what is your name,jenny madison
jenny madison,what s your nationality
what s your nationality,nigerian
th of april,and your occupation
and your occupation,i am a painter
i am a painter,what is your passport no
what is your passport no,
yes,ok sign here
hello police office,yes may i help you
and lisa,yes
what was the problem,i lost track of time
glasses,no
no,what about his hair
what about his hair,black or dark brown
black or dark brown,long or short straight curly
what kind of shoes,boots
boots,cow while boots
cow while boots,no hiking boots brown ones
yes,what is your name
what is your name,my name is james
my name is james,what is your nationality
what is your nationality,american
which lane were you in,i do not remember
i do not remember,what was your speed then
what was your speed then,miles per hour
where have you been,my car broke down
great thanks a lot,no problem john
excuse me mr emory,yes christine
excuse me young man,yes ma am
okay that s or,that s right
can i collect unemployment benefits,are you still working
he is here,tell me what happened
where was the break in,it happened at my house
it happened at my house,was anything stolen
was anything stolen,i have not checked yet
i watched it happen,really
really,yes i was right there
yes i was right there,what did you see
i m going on trial,what is your trial about
what is your trial about,it s a felony charge
how much do you charge,my rate is an hour
my rate is an hour,that s highway robbery
good for you,do you plan on voting
do you plan on voting,i will be voting
of course how about you,i ve already voted
i ve already voted,how s that
why not,i have to work
how s that,i m working here today
i m working here today,that s wonderful thank you
thank you and you require,rib please
that is fine,ok usd please
how can you help me,i work here
i work here,that s great
that s great,may i see your id
may i see your id,here it is
are you planning on voting,yes what about you
are you going to vote,i am are you
they do,you ll be okay
you ll be okay,thanks for telling me
i am really excited,why are you so excited
why are you so excited,i just got done voting
did you vote yesterday,i sure did
i knew he would win,how d you know
i am so excited,excited about what
excited about what,i just voted
that s lucky,why is that
what are you excited about,i voted today
i voted today,was this your first time
you re lucky,what do you mean
did you vote,of course
what made you think that,nobody could compete with him
times are changing,that s true
that s true,i support our new president
you voted right,you know i did
you know i did,who did you vote for
hello mr kowalski,i am here hello
will you be voting,yes will you
yes will you,i already have
i already have,how did you do that
i actually work here,fabulous thanks
fabulous thanks,do you have id
do you have id,i have it right here
i have it right here,here s your ballot card
yes what about you,i already voted
you voted for him right,i did did you
i did did you,i voted for him
no who was it,mccain is our new president
mccain is our new president,you re a liar
would you legalize gay marriage,yes i would
i really like you,i really appreciate that
are you planning on voting,yes are you
yes are you,i will be voting tomorrow
i will be voting tomorrow,what s your polling place
oh yeah,yeah where is yours
yeah where is yours,i don t know
i know that he will,i trust him
that man just made history,did you vote for him
oh really,where s yours at
where s yours at,i m not sure
i m not sure,you should know that already
are you voting tomorrow,of course what about you
of course what about you,you know that i am
you know that i am,where is your polling place
oh is that right,where s your polling place
where s your polling place,i have no idea
are you leaving,i m going to work
i m going to work,you have a job
sounds like fun,it s a fun job
i applied online,that s interesting
how much do they pay,they pay just enough
as much as we can,are you doing different fundraisers
you should do something else,do you have any suggestions
donations for what,it s for the campaigns
you should try other fundraisers,like what
the people have spoken,that s horrible
he is very intelligent,you think so
who was elected,mccain won the election
mccain won the election,that can t be true
that can t be true,i m upset too
i can t help that,i like that
i like that,i hope so
i love my candidate,why is that
that s fantastic,are you planning on voting
are you planning on voting,i m going to vote
go for it,have you voted yet
have you voted yet,i voted this morning
that is private information,i see
sure you can,did you vote today
did you vote today,i sure did
i m from channel news,how s it going
i already voted,who did you vote for
why not,my vote is personal
are you going to vote,of course are you
you should know that,can you just tell me
can you just tell me,the election is this tuesday
the election is this tuesday,are you serious
are you serious,i m not kidding
are you going to vote,yes are you
they re this coming tuesday,really
really,yes i m serious
yes i m serious,good thing you told me
well when is the election,you don t know that
you don t know that,i just don t know
i just don t know,it s this tuesday
it s this tuesday,you can t be serious
you can t be serious,why would i joke
why would i joke,thanks for telling me
thanks for telling me,you should ve known already
you should ve known already,i forgot
all right,do you recognize the suspect
do you recognize the suspect,he is there
he is there,what number
what number,he is number four
are you serious,i was there
i was there,what happened
i see him,which number is he
which number is he,the suspect is number four
did you see the robbery,i sure did
i sure did,did you see everything
he was wearing a mask,was anyone else with him
was anyone else with him,he came in alone
was he with someone else,he was alone
i am looking,do you see the suspect
what number is the suspect,number four
this is not fair,that is life
that is life,what about my rights
you have a warrant,a warrant for what
what does that mean,you missed a court appearance
what is your price,i charge an hour
i charge an hour,i can t afford that
i can t afford that,that s my rate
what kind of warrant,you have a bench warrant
you have a bench warrant,what is that
i never went to court,i can not help you
i can not help you,this is unfair
what s your rate,i work for an hour
i work for an hour,that s too high
that s too high,that s what i charge
that s what i charge,i ll hire you anyway
it happened at my house,was anything taken
was anything taken,i am not sure yet
when did it happen,it happened last night
it happened last night,where did it happen
where did it happen,it happened at my house
it happened at my house,what was taken
what was taken,i do not know
are you okay,no
no,what is wrong
what is wrong,i got robbed
i got robbed,by who
are you all right,no i am not
no i am not,what is going on
what is going on,i was just robbed
i was just robbed,are you serious
are you serious,someone just robbed me
someone just robbed me,did he hurt you
is everything all right,not at all
not at all,what is the problem
what is the problem,someone just robbed me
someone just robbed me,what do you mean
let me take you,i would like that
