questions,answers
that is it completely,that is it
what is ya name again,bob
thanks,mr balboa
mr balboa,rocky
sparrin,excuse me
goodnight rocky,night marie
i will not,what was i gonna say
make your teeth yella,i like yella teeth
i like yella teeth,makes your breath like garbage
makes your breath like garbage,maybe i like garbage
hey,what
what,stuff it man
screw you,what would you say
what would you say,screw you yoyo
wanna keep goin,would you keep goin
would you keep goin,yeah
how you holdin up kid,fine that guy s great
ya nose is broke,damn how s it look
how am i doin,real good
yo benny,check the eyes ben
really think so,ya got heart
whatta those,turtles domestic turtles
ya puttin me on,here s the card
here s the card,when was they here
when was they here,bout an hour ago
bout an hour ago,probably lookin for sparrin partners
probably lookin for sparrin partners,i said that before
hey ever think about retirin,no
no,think about it
think about it,yeah sure
how old are ya,what
what,how old
how old,come july twenty five
come july twenty five,more like thirty
did ya fight last night,yeah
yeah,did ya win
did ya win,yeah kayo
yeah kayo,who would ya fight
who would ya fight,spider rice
spider rice,rice is a bum
hey how ya feelin mickey,what
what,i said how ya feelin
hey rock what happened,bout what
whatta these guys want,to see ya train
ya really like her,sure i like her
i dunno she fills gaps,what gaps
what,the story what is happenin
how ya feelin,tight
tight,i got whiskey here
i got whiskey here,no
it do not matter,he is takin cheap shots
yo paulie,what
you serve martinis doncha,yeah
what is this roger,a tweeting bird
sounds like singin,oh no
is this paper even good,check the scrawl
check the scrawl,r k maroon
you,that is right me
no,does it hurt
earl it s me valiant,eddie jesus what happened
eddie jesus what happened,toon cops worked me over
hold on a second,eddie come on
what the hell is that,doom
what a gasser,wait here
no i do not,you tricked me damn you
you tricked me damn you,take it easy
valiant you surprised me,that was the idea
maroon whaddaya want,have you got the will
have you got the will,maybe why
yeah,i would head for cucamonga
two bits,i rest my case
wrong number,no it s not
i will get it,get away from there
does this help,yeah that is better
aah,aah
no better,uh uh
then i will leave thee,tempt not a desperate man
have patience,leave me
a challenge on my life,romeo will answer it
forbear this outrage good mercutio,art thou hurt
good morrow cousin,is the day so young
is the day so young,but new struck cuz
in love,out
out,of love
no cuz i rather weep,good heart at what
young romeo is it,tis he
i will not endure him,he shall be endured
he shall be endured,uncle tis a shame
goodnight,romeo i drink to thee
amen,what
i will follow you,farewell ancient lady farewell
pink for flower,right
and so did i,well what was yours
well what was yours,that dreamers often lie
it s under your seat,what
this is important,do you really think so
do you really think so,you know it is
we kept it,is that right
about time,not yet
lose them,you lose them
from interpol,that is him
i better be getting that,duty calls
duty calls,just business
i still am,is that right
is that right,that is right
do not do it sam,shut up
where is the case,there s a problem
alright gregor i am,ready when you are
you sure about this,i would stake my reputation
do you have the material,you first edvard
where is my information,in here
he is company,bad company
bad company,what do you mean
bullshit,i swear
i swear,then where is it
sent it where,a post office box
is it done,it s done
what are you doing,do not cross me
there is one other thing,what is that
yes sam s tough alright,and you respect him
and you respect him,of course do not you
you shoot alright,gets the job done
not for long,long enough to shoot back
long enough to shoot back,is that right
i ride with fat boy,eat shit and die slowly
they call me swede,who s they
who s they,everybody
what happened to it,gone destroyed
you son of a bitch,what
what,you speak french
you speak french,what of it
what of it,nothing
finish the job,and now
and now,finish it
time to quit,just like that
in a minute,i think not
give me a cigarette,right now
right now,gimme a goddamn cigarette
what the fuck happened,i do not know
very ugly,it is at that
i never made that claim,i know jean pierre did
i know jean pierre did,you were behind the door
the irish representative,yes
you know him,i know of him
alright it s done,you see the bullet
you see the bullet,clearly
it was at that,a lot of people died
how did you know,know what
like larry or swede,exactly why not bring them
jujitsu,same thing is not it
as in they own it,something like that
cigarette,no thanks
gaelic,you sure
you sure,i am sure
can you get it,the russian would be easier
my man how you doing,i am alright and you
i am alright and you,doing well this is
it s too late,it s not too late
booth listen to me booth,he killed her
that is right,then sally comes too
then we are screwed,no we are not
you think he is bluffing,no
no,neither do i
what are you thinking,i do not know
shhh,what are you gonna do
i have got one condition,what is that
what makes you so sure,because i know
it will not work,why
ready to roll partner,sure thing and
shut up jesse,helllllp
two thousand,by friday
what is that,denning was wearing a bug
how are ya,hello
sally do you love me,you know i do
so do i,i love you sally
i love you sally,i love you
he is not he is,that son of a bitch
what is wrong,nothing
nothing,nothing s wrong
nothing s wrong,oh you coming by tonight
oh you coming by tonight,ok
ok i love you,i love you too
hi,hi
has he,no but he would probably
a week ago at most,thanks for your time
yeah i have seen him,what did he buy
what,i have a better plan
test the product,yeah
sheriff hogan,dwayne
maybe maybe not,what are you getting at
uh c,c
have i seen her,shopping here
anything specific,well i do not know
hello,hi
uh sure i hear you,so be here at three
jesse,yeah whaddya want
dwayne please calm down,calm down
dwayne put the gun down,shut up slut
what is this,i do not know
we are out of here,right behind you
how s work,well same ol same ol
i was in the neighborhood,is that the mail
is that the mail,yeah
hi ma,hi
there was more than that,not in the trunk
anything in it,money
winner six,how much is that
how much is that,two hundred thousand
oh you american,that is right
that is right,you bring american money
new york city,first class
first class,the plaza hotel
the plaza hotel,a little mu shu
a little mu shu,some kung pao
that your gate down there,yes
we made it man,no problem
carter,just go
ricky tan is alive,what
i did,no you did not
lee,mmmmmm
what is mac out,follow me my asian brother
hello benjamin,who s benjamin
who s benjamin,benjamin franklin he discovered electricity
benjamin franklin he discovered electricity,a chinese man discovered electricity
a chinese man discovered electricity,no chinese man discovered electricity
mind your own business,how was the sex
no kung pao chicken never,steamed dumplings
why did you help me,it does not matter
i would not do that,it s a bomb
there s people up here,get it out of here
get it out of here,take it
pick it up,it s your turn
what is she doing,oh sweet glory hallelujah
she is getting undressed,gimme the binoculars
gimme the binoculars,no it s not right
slow down baby,what did you say
what did you say,nothing i said nothing
no it was my singing,excuse me
he will be back soon,how do you know
it sounds impossible,you said
good at what,forget it
carter,who died
who died,you
you,detective yu never met him
detective yu never met him,not yu you
not yu you,who
hello,how you doin
you lied to me,i am sorry
i knew you were lying,i am sorry
are you okay,i am fine
what is going on,i need your help
put your arms around me,excuse me
shut up,ok say what it is
he stole my wheel,this is pathetic
oh my god griffin,you know him
oh no,what
what,the art
which one,going into the restaurant
what,it s him
now that is american music,yes i know this song
yes i know this song,you know war
you like it,yeah it s good
you talk too fast,come on
stooly,what
what,stool pigeon
you make the plate,what plate
what plate,the license you get it
the license you get it,no
what about them,i know a shortcut
i know a shortcut,shortcut
it was not my intent,right
where were we,witnesses
what the hell is that,what
you speak english,a little
you have one of these,no
you do not like it,it s okay for restaurants
not anymore,where would you get it
shut up,you a cop or something
you a cop or something,or somethin
my daughter,she is fine
she is fine,can i speak with her
hello,ambassador han
ambassador han,yes
hello,han
han,yes
yes,it s griffin
it s griffin,griffin where are you
got any last minute advice,maintain eye contact
you look awful,thank you
see you at the wedding,you bet ya coach
it s hurting,we will rub
sink the putt,make the shot
make the shot,nothing but net
nothing but net,never say die
it s for you ike,what
you are coming here,yeah
yeah,then come for dinner
then come for dinner,okay we will order out
unbelievable she got to you,oh please
and you are,looking for maggie
your two cinnamon rolls,bye betty thanks
i am okay with that,so am i
so am i,so we will
about a minute,a little longer for me
a little longer for me,really
where did you disappear to,missed me bad huh
i will have the same,of course
i do not know,you do not know
you do not know,no
always a mood killer,still sweet
maybe someday,you afraid to try
too much,seven fifty
seven fifty,five hundred
five hundred,six fifty
six fifty,done
how romantic,we think so
everest is that right,twice
twice,really
really,without oxygen
originality is my speciality,excellent
lighten up wahine,lighten up what
reporter,yup
no it s my life,a harmless joke
you tell maggie,no you tell her
is there somebody else,nope
he is got a houseboat,i hate boats
i hate boats,it sounds nice
oh,what
what,look
so what happened,i told you nothing
walter,it was my mother s
you could not,i do
what,about forever
about forever,no
what is it,it s delicious trust me
happy new year darling,happy new year
nope,even when you were young
becky,so i mailed your letter
m f e o,made for each other
but he saw you right,he said hello
okay good goodbye,becky
becky,what
what,is this crazy
thank you i love you,i love you too
i love you too,good night
hello,turn on your radio
turn on your radio,what
men never get this movie,i know
can too,no
no,yes
what was what,what is with you
what is with you,nothing s with me
about what,whatever it is
i want my money,go home for the weekend
howard,howard
are you annie,yes
what,you know
you know,what
what,magic it was magic
magic it was magic,magic
everybody annie has an announcement,walter and i are engaged
it s you,it s me
hello,hello
magic,magic
sure you do,sure you do
grace heard it,grace the dispatcher great
is he home right now,yeah
no,why not
where is your mom,she died
it is not,right right
what is tira misu,you will find out
you will find out,what is it
what is it,you will see
write her,you think so
you think so,it s y o h
it s y o h,yeah what is that
yeah what is that,your only hope
when i found you,if i did not go
did not,did too
get out,no
what is wrong with annie,shut up
are you going with her,yes
who is annie,the one who wrote us
god she is beautiful,victoria she is okay
no,everyone at work heard you
what are you doing up,i was thirsty
i was thirsty,there s a bathroom upstairs
jonah,okay
okay,thank victoria for dinner
it s a sign,oh right
listen to this,not now jonah
it was sinking,what was
i know,how do you know
whose show was this on,jed s got cables
jed s got cables,go to sleep
fine fine,so i can go
so i can go,sure looking good
p dad,what
it plays in states,what
not,my feelings exactly
dad,what is it
what about camping,what about it
what about it,do you like it
hi,hi sam
hi sam,yes
yes,you must be jonah
it s a little derivative,what do you mean
he is ten,he is good at it
i read the same article,it takes time
you look good,you look good yourself
hi,hi
you are welcome to one,no thanks
got any more ideas,i do not make policy
mornin,how s it going
how goes it,it never ends
who a scab,an american
why are they singing mama,they are singing for me
are you sick mama,no estellita
where are you going,hunting
hunting,when
when,sun up
sun up,alone
alone,no
no,ramn you can not
you all right,sure
can be what,backward
let them take it,over my dead body
was it expensive the beer,antonio paid for it
i am a fool,no no
never never never,aaah what is the use
you mean delaware,no new york
well if that is possible,it s possible just negotiate
i thought maybe you forgot,forgot what
you judas blood sucker,ramn listen my kids
that is it,are you australian
are you australian,no
no,good i fucking hate australians
fuck man come on bobby,bobby bobby bobby rhymes with
what,the spiders
bobby,shhh
yeah,everything go
everything go,yeah
ride em cowboy,you like that
you like that,who would not
who would not,first rate ai not it
what is wrong danny,look maybe you oughta leave
why not,i just can not okay
i need my paycheck,you can still work
you can still work,he knows where i work
he knows where i work,find a new job
who is it,it s me
it s me,i am kind of busy
i am kind of busy,please open the door danny
what are you hiding danny,therapy session is over
what are you up to,nothing
is that how you play,i try
miles davis all blues,never heard of him
oh hi,what happened to your eye
how far out of town,trust me we are safe
what,nothing
nothing,go ahead
then leave,i can not
i can not,why not
why not,you do not understand
leave me out of this,that bad huh
oh shit,what
who is it,it s tom
i can not tell you,you do not trust me
you do not trust me,i do not trust anybody
danny,yes jimmy
can i ask you something,sure jimmy
john fitzgerald kennedy,was he the president
was he the president,yes jimmy
you want a hit,no i am good
fuuuuuck,can your man handle that
can you set that up,sure
i am hurting,you on a roll
why s that,my features they are finnish
my features they are finnish,you do not say
you do not say,finland is a country
where to,i know a guy
i know a guy,lead the way
what time is it,twelve
twelve,midnight
you do not understand,understand what
by not disgracing her memory,what does that mean
cool it we got business,yeah dickhead
what the hell is this,just some buddies
shoot him,okay okay
come on guys,big bill
pull your pants down,i am sorry
i am sorry,pull your motherfucking pants down
you are serious,anything for a dear friend
anything for a dear friend,but i just met you
can we talk price,make me an offer
not bad,secret recipe
please do not do this,answer the fucking question
danny,my name is tom
what is it bad,i am afraid so danny
i am afraid so danny,who is it
this chink have a name,bubba
i was getting to it,tell me what
thanks for not judging me,it s not my place
you got a name,bobby rhymes with hobby
bobby rhymes with hobby,what
what is that smell,that would be me
jimmy,who the hell is jimmy
he knows somebody ratted him,what
yeah what about him,turns out he is connected
turns out he is connected,to who
to who,the mexicali boys
this the guy,it speaks
my sentiments exactly,why are you doing this
again i thank you,i was talking about miles
where is bubba,maybe he is not showing
what is it drugs,better than drugs
good luck john,thank you sir
yes sir,where are your men now
but sir i i,spit it out captain
casualties,fourty four twenty one dead
find a chaplain,alright let me know when
the army gave you that,yep
no kiddin,what deal
he ai not wade,nope he ai not wade
yes sir,of course sir
it s worth it,to each his own
not yet,keep trying
watching,gives wade the second shot
captain what about our deal,i changed my mind
sure you got one,the germans do
that only leaves three,plenty
what is it,a machine gun
i have been humming it,i heard
i heard,it seemed appropriate
it seemed appropriate,you know classical music
you know classical music,some
some,where are you from captain
upham,pass
pass,sarge
you alright,let s just find someplace
you are kidding yourself,you never know
nope,good news
uh captain,push
push,uh captain
hell of a mission,yep hell of a mission
what about the company,simpson
beasley s dead,okay wade translators
okay wade translators,fresh out
fresh out,what about talbot
here they come,fires a burst germans drops
you set sarge nods,yes sir
yes sir,alright come with me
damn fool sir,captain he is fast
frogs,lingerie
lingerie,yeah so
so where are you from,get lost
how fast,twenty four five
because he is guilty,no no he is not
understanding the following rights,speak with my lawyer
this evening is over,and your former wife
keep it,you are sure
for going to school,yeah she won a fellowship
yeah she won a fellowship,good for her
you are tough j man,he is a mess
yeah,i still am
lloyd,hey sis
what does it say,read it
did you sleep with her,i admit nothing
hang in there man,yes
yes,see you tomorrow
see you tomorrow,see you bye bye diane
look at those eyes,lloyd give it up
lloyd,c mon just do it
c mon just do it,c mon lloyd
c mon lloyd,please
please,that is just so embarrassing
then what is love,i am gonna call her
what is a scam,going out as friends
lloyd is doomed,meaning
i do not feel anything,come on it s graduation
hello,hi
honey,swear to god
swear to god,i swear to god
i swear to god,but i found the money
do you love him,i like him a lot
morning,dad i am sorry
dad i am sorry,you should be
goodnight,goodnight
i am sorry,i love you dad
i love you dad,i love you too honey
you like it,oh yeah
alright,you will
what do you want,i am sorry
i am sorry,what do you want
i love you,what
no no,it sounded like you did
no,did you talk to corey
did you tell anybody,just my dad
just my dad,you told your dad
then do not do it,oh shit
you need to study,yeah
your letter came yesterday,it did
it did,uh huh it was wonderful
are you comfortable,yes are you shaking
yes are you shaking,no
no,you are shaking
you are shaking,i do not think so
i do not think so,you are cold
okay this is important,am i wrecking my car
be friends,yeah with potential
yeah with potential,friends with potential
yes,what did you say
what did you say,well just meet her
you have to meet bess,okay
stop by later,okay bye i will
okay bye i will,okay bye
me sure i do,come on
nice one,yeah
you think so,mmmm
twisted,you know what
you know what,what
job being a great date,no i am serious
then call me tomorrow,today is tomorrow
today is tomorrow,then call me later
have a good sleep,bye
so we can finally talk,yeah
so it s an honor,no
eight,eight eight o clock
eight eight o clock,goodbye
goodbye,goodbye
i will go,pardon me
pardon me,i will go
thank you very much,whoah what a day huh
whoah what a day huh,yeah what a day
yeah what a day,yeah
yeah,yeah
so you are monumentally busy,well not monumentally
thank you the real world,look at those eyes
i know,she is very successful
she is very successful,i know
i know,very talented
yeah she is good luck,okay good afternoon goodbye
no,the guy with the datsun
the guy with the datsun,no
no,the truck
my car,your car
no way,lloyd
lloyd,what
ooop excuse me,how you doin brother
oh boy,hey
hey,mike cameron how you doing
mike cameron how you doing,what
i was gonna,thanks a lot lloyd
we are full on bonded,yeah alright
i love you man,i love you too
what is your name,sir the list is correct
should i stay,it s up to you
should i stay,it s a beautiful city
luck,war
oskar please,what
when,i do not know soon
we started without you,good
this is not my problem,look it up
that is great thanks,god bless you sir
god bless you sir,yeah okay
yeah okay,you are a good man
how you feeling all right,yeah
thank you,i need a drink
i did not do enough,you did so much
we need to talk,stern
four hundred four fifty,more
christmas presents,ah yes
yes,better this month than last
better this month than last,yes
would it do any good,no
he is broken his pattern,they have broken their pattern
have you checked the,attic garage basement nothing
attic garage basement nothing,take the neighborhood
hang up call,i am losing you
outside,that is smart
shit,what is it
what is it,i heard a noise
i heard a noise,where
i will not,do not think bailey
hello ted,no it s me
what if i said you,what if i said goodbye
yes,who is this
who is this,cici who s this
its over cotton,not until youre dead
cotton,can we talk
hi gale any leads,tons and tons
tons and tons,where is sidney s father
where is sidney s father,home where he lives
not one bit,where is sid
where is sid,she dumped me
she dumped me,no way
no way,yeah
yeah,you freakin
what is your subject,i was a sorority slut
lemme take you home,i will get my jacket
about what,the forbidden subject
we had to have financing,tuitions expensive
so we found a compromise,or it found us
he hates oliver stone,i find his work overwrought
need some help honey,i got it
what guy,randy somebody
let s go,no wait here
jesus christ,he filmed his victims
this is all too familiar,over here
ssshh what was that,let s find out
they are roomates,and joel s pre med
you broke my heart,what are we looking for
not good how you doin,not good
i know that,yeah
hello dwight,miss weathers
no wait,watch your back
oh a god complex,stay away from the cop
where are you,i am everywhere
what,oh my god
are you in danger now,yes goddammit
yes goddammit,where is your attacker
where is your attacker,i dont know
i have rehearsal,i have to watch rehearsal
that was good,yeah right
what about rehearsal,gotta
knock yourself out,hello hello
and white,easy black boy
sid i will seeya tonight,but
hello,gale
take it off,but
but,now
what was that,do not panic
i will be right back,where you going
what are you talking about,he is after me
where are you,closer than you think
to see your reaction,reaction to what
what,good bye ben
more of a game really,what kind of a game
jesus hello,hello
hello,who is this
who is this,who is this
oh yeah how,catch him or kill him
are you sure,absolutely
the killer called her,what when
detective kincaid,what rielly
where is gale,they have got her
dewey ohmigod where are you,sid i can see you
sid i can see you,where are you dewey
thank you,sid this is detective kincaid
oh oh god gale,what
what,gale behind you
off the record,always
just because you knew her,yeah
gale he is got dewey,i know he killed kincaid
i know he killed kincaid,i know
huh fine,page candy s big moment
page candy s big moment,page ring ring hello
page ring ring hello,hello
hello,who s this
who s this,who s this
what what movie,my movie
yes,go there
i thought she was dead,she looked dead still does
it s on the table,no it s not
ready,yeah
jesus fuck that hurt,stop it
who did you call,what
you heard me,are you serious
are you serious,yeah i think so
sshh it s okay,or even a good porno
or even a good porno,what
close call,what are you doing here
what are you doing here,you sleep in that
what door am i at,what
now for the real question,noooo
michael michael myers,yes
what is his name,i can not think
i do not know,come on yes you do
come on yes you do,please stop
name the killer in halloween,no
what kind of game,turn off the light
i wanna play a game,no
no,then he dies right now
then he dies right now,nooo
nooo,which is it
please do not hurt him,that all depends on you
that all depends on you,why are you doing this
where are you,guess
i believe you,so you better leave
what do you want,to talk
to talk,dial someone else okay
dial someone else okay,you getting scared
you getting scared,no bored
gotta go,do not
guess,uh nightmare on elm street
popcorn,you are making popcorn
you are making popcorn,uh huh
really what,just some scary movie
just some scary movie,do you like scary movies
do you like scary movies,uh huh
i do not think so,what is that noise
to apologize,you are forgiven bye now
yes,who is this
do i,it happens take it easy
i will call for backup,i will get my camera
evening ma am,deputy good evening
does mom know,yes you doofus
have they found my father,afraid not
afraid not,should i be worried
should i be worried,not yet
you girls ready,yeah
drive by patrol,how is she
how is she,she is tough
hank loomis kid aw jesus,he is her boyfriend
casey casey,not my daughter not my
where is she,call the police
what is the delay,about thirty seconds
what what,jesus the camera hurry
have you talked to cotton,many times
many times,has his story changed
please you owe me,i owe you shit
off the record no cameras,forget it
hello,hello sidney
uh huh,what am i doing
so where are you,right here
so where are you,your front porch
have a good trip,sleep tight sweetie
are you okay,can you knock
can you knock,i heard screaming
i heard screaming,no you did not
working thank you,i thought blockbuster fired you
i thought blockbuster fired you,twice
wanna another beer,yeah
yeah,i will be right back
what is leatherface doing here,he came to make up
whatever just hurry,bye
thanks tatum,later
or a man s mentality,how do you gut someone
do you believe this shit,what happened
what do you think,i am in
give it to me,how s that
what are you talking about,you know
yeah,good
have you heard,no i have not heard
no i have not heard,there was a second
where was the girl,what what
you did not know,no
give me the gun,her pretty head
what time is it,why
i do not believe it,hello
just keep leading the way,it s close
murderers,a woman
a woman,murderers like you
delusions of grandeur,you should be thanking me
you should be thanking me,and why is that
where we headed,you will see
put your gun down,do not do this please
do not do this please,put the gun down somerset
throw your weapon detective now,what did you say
stay with him,wait
slut,kiss me on the lips
kiss me on the lips,give me a break
you do your job,where is the victory
what are you talking about,we had him
you stupid son of a,no point in arguing anymore
we need a warrant,we have probable cause now
wait just wait,it was him
are you alright,i am fine
i am fine,what happened
sorry about that i just,oh it s alright
it is victor,call an ambulance
why would we,satisfy our curiosity
what,bear with me
what the fuck is that,a switchblade
nothing,it s got to be
this is the one thing,i know
no fingerprints,nothing
nothing,totally unrelated victims
he is preaching,punishing
what about sports,what about them
how s that,tonight
it s my wife,what
there s a bucket here,what
who said this was murder,no one yet
drop it,for now
not here,i realize that
this painting,what
anything anything missing or different,i do not see anything
i do not see anything,are you absolutely certain
how s california,how should i know
how should i know,but mose harper said
you all right sergeant,dunno seems so
what good does that do,by what you preach none
what in,captain clayton captain
is captain clayton here reverend,i am clayton
swear it ethan given word,told ya did not i
that is what i said,you got it with you
u cheyenne u what cheyenne,i beg your pardon
stay out here,not likely
ethan quit it,nine ten
futterman,he just could not wait
he just could not wait,whatchu doin
why,because she is my my
good night laurie,good night
nothing for you to see,leggo
i got your boy killed,do not go blamin yourself
who was that,someone from the village
i miss tommi so much,so do i believe me
cherry red tears,what
i will do it myself,you
hey the fuse,oh damnit
it still worked in town,i mean the armchair
ellen move aside,oh god tommi
mrs straub,i have killed my husband
i have killed my husband,what
tenth floor,very funny
nedi knowi know,it s good
it s good,oh
oh,the title will not do
the title will not do,ah
thank you my lady,lady
do you know that house,sir robert de lesseps
follow that boat,right you are governor
you have the last act,you have the money
you have the money,tomorrow
wait will you desist,twenty pounds on delivery
we have no juliet,no juliet
what is the chief part,romeo wit swordsman lover
romeo wit swordsman lover,the title
the title,romeo
how much,ten pounds
ten pounds,you are a liar
interesting,nothing comes
nothing comes,most interesting
is it going well,very well
very well,but nothing is happening
but nothing is happening,yes but very well
a share of the profits,there s never any
there s never any,of course not
put his feet in,it s a comedy
it s a comedy,cut his nose off
do you know it,every word
what happened to sam,who are you
who are you,thomas kent
another little problem,what do we do now
what do we do now,the show must you know
the show must you know,go on
cut round him for now,what who
what who,romeo
now where will,to the palace at whitehall
where are you going,to my weekly confession
who is she this time,she is always aphrodite
good title,and yours
ethel,do you think
do you think,the daughter of his enemy
the daughter of his enemy,the daughter of his enemy
kit,how goes it will
how goes it will,wonderful wonderful
out,of love
good morrow cousin,is the day so young
when the queen commands it,but at the playhouse nurse
but at the playhouse nurse,be still
your majesty,stand up straight girl
ay me,she speaks
you have opened the playhouses,i have master shakespeare
i have master shakespeare,but the plague
but all ends well,how does it
will what,a literary feud quite normal
oh do not go,i must i must
oh let henslowe wait,mr henslowe
there is,even your play
even your play,oh
can you love a fool,can you love a player
the same alas,oh but why alas
oh but why alas,a lowly player
my lady,who is there
who is there,will shakespeare
my lady viola,my lord
she loves me thomas,does she say so
yes sir,do you understand me
do you understand me,no sir
take off your hat,my hat
i,wait there
wait there,are you mr shakespeare
is there a man,a man my lord
who,your friends
you looking for me,looking for you yes
what is wrong,nothing
nothing,you are not eating
you are not eating,not eating what
what is this,security
security,from what jehovah s witnesses
from what jehovah s witnesses,there was a break in
how much did you pay,i do not know
i do not know,how much did you pay
how much did you pay,i do not know
i do not know,how much
how much,i do not know
what is the problem,i want to talk now
now,after
that was good,can we talk about something
finished,but not quite
i can not do it,i do not hear this
no,think about it
think about it,no
no,come on david
come on david,no
no,juliet
he made it clear,why thank you david
what do you think,about what
you are a bad loser,i have not lost yet
cover it,well
well,but there s no
i do not know,do not know what
that is it then,that is all
that is all,sorry to waste your time
just one thing,yes
well is it,what
what,parked outside
are you recording it,what does it look like
no why should it,well then
well cameron are you comfortable,yes thanks
yes,and you like it
and you like it,oh yes it s great
that is right,what
do not you ever stop,no
alex,what
it s the only way,i refuse
i refuse,you are frightened
expecting anyone,no
no,oh
later but first him,david
and the money,we could put it somewhere
what are you doing here,we have to talk
we have to talk,your painful groin
you know we are right,do not you
hello hello,who was it
are you all right,no
who,cameron you remember cameron
cameron you remember cameron,no i do not
no i do not,what is he doing here
what is he doing here,that is not him
love and happiness for ever,for ever and ever
ok,david
i thought we all were,i do not thinki can
what,unfeasible
unfeasible,is that all
alex,what what is wrong
what what is wrong,what are you doing
what are you doing,i am just looking
i am just looking,do not
do not,do not look
do not look,no
so,open it
yes,now
now,yes
yes,all right no problem
david,hugo
hugo,his car s still there
his car s still there,he is got a car
instead of what he is,what i am
what i am,which is
which is,which is a hack
know and love,yeah
yeah,i think you are lying
i think you are lying,you are right
i am not usually drunk,not usually this drunk
aroused and inflamed,alex
she hated you,well she had problems
did you know,just serve
cameron,cameron
cameron,yes
yes,really
can you afford this place,yeah
so uh,what
what,what
interesting,i see
you are sure of that,yes
yes,that was not a question
two,who said there were four
what about,it s about the burglary
it s about the burglary,burglary
burglary,downstairs
downstairs,of course
of course,can we come in
yes,and you need your sleep
so let s go,you and me
i am sorry,i should hope so
expecting anyone,what
what,were you expecting anyone tonight
were you expecting anyone tonight,no
no one i promise,who have you talked to
who have you talked to,no one
two hundred,two hundred pounds
two hundred pounds,two hundred pounds
sorry,here
here,right here
right here,in this firm
accounting david chartered accounting,exactly what i was
i am boring,you get the job done
what guy that died,that one last week
that one last week,here
oh him well he died,that is what i thought
hello,what happened to that guy
what happened to that guy,what guy
working nights,i am a doctor
no but he needs treatment,for what
for what,a certain weakness
a certain weakness,the human condition
the human condition,you know about it
you know about it,i write about it
no,all right
what is it about,a priest who dies
a priest who dies,i see
writing seems easy,it s a breeze
you must be hugo,you must be juliet
your watch,is it real
is it real,or a fake
chicken salad,chicken salad devra
lester,yes sweetheart shh
yes but i thought,what
who,that kid the hairdresser
well she,she what
hi,hello george
your husband,yes
yes,what about
i can see that,you are looking great baby
you are looking great baby,what are you doing later
what are you doing later,whatever you say
what,nummers
nummers,what
you are late george,i gotta talk to you
i do not know,gee that is very serious
gee that is very serious,i know
what are you looking for,my keys
shit,hello
well is she your girlfriend,no
her,are you
are you,no
okay,god i adore you
want me to,let it ring
you going to answer it,uh uh
oh no,what
what,that headboard
that headboard,nobody can hear it
right now,yeah
no,then what do you think
you are,i am not
i am not,you are
well are you,am i what
am i what,making it with my mother
i do her hair yeah,chopped liver
chopped liver,no thanks
no thanks,did you hear me
did you hear me,yeah
hungry,a little
well i do barbara rush,pardon me
right,how is she
how is she,great
great,wonderful woman
wonderful woman,she is
right,and you need money
and you need money,right that is right
george,yeah
buffums,yes buffums
god there s lester,do not go jackie
so i am saying it,it s too late
i do not know jackie,what
why,lester s on his way
good afternoon,you have got to leave
we are kidding ourselves,we are
what is wrong,do you want ice
mmmm,ass and legs
ass and legs,look who s talking
look who s talking,me
me,yes you
very nice very nice,mmm
where would you go,oh i thought you were
oh i thought you were,what
what,nothing
am i entertaining you,we are friends
we are friends,sure
sammy s,he still having parties
he still having parties,he never stopped
gee,what
you are,fuckin a
do not you want to,jackie can we
what guy,this guy with jill
this guy with jill,he is a director
sit down,what are you talking about
what are you talking about,sit down
george,yeah baby
yeah baby,you are a genius
george how about felicia,what
what,did you
did you,did i what
and,and what
and what,did you
no,why not
whew,what is wrong
what is wrong,it s hot in here
jill s coming with us,great
well what do you think,i would cut it
i would cut it,you would
you would,yeah i think so
no thanks,well i do
jesus,yeah your car down here
wanda,oh yeah
no man,right after i sprayed her
right after i sprayed her,what
please please forgive me,you know better
how did you get here,took a bus
otis is dead,otis
white ladies,oh my yes
yeah,wash her
wash her,what with
jackie shawn,yeah this is
yeah this is,yes george
not yet,okay thanks
hi george,hey baby what is happening
that is too bad,i have to see you
i have to see you,hey stop by the shop
george,did you
yeah i know did you,george now cut this out
george now cut this out,did you
did you,stop it
stop it,did you
did you,yes yes i did
yes yes i did,what did you say
what did you say,george
george,what did you say
obviously,how many
and take this with you,where did this come from
that was him,yes
did not you baby,let go of me
well that is something,what is
bullshit,i do jill
go ahead,well are not you
ha ha,television or movies
television or movies,commercials
jill says nothing,where is your car
where is your car,a friend dropped me off
a friend dropped me off,who
when,when i get off work
when i get off work,when is that
when is that,i will call you
i will call you,when is that george
when is that george,i will call you
neither do i baby,what
what do you want,your advice
i already said hello,okay
okay,george
george,yeah baby
going where,egypt
go where,egypt
hey i am you know,could i
jill say hello to felicia,hello
george,hey baby what is happening
yeah,okay night baby
okay night baby,george
george,what
will we live together,we live together now
honey,yeah baby
yeah baby,why am i great
what about me,you are different
you are different,i am
i am,you are great
you are great,i am
i am,yeah
yeah,do you really mean that
how are you baby,fine how are you
george,keep moving
keep moving,now george
who,i just who what
i just who what,you said somebody who
there were some shots,what are you talking about
what are you talking about,gunshots there were some gunshots
gunshots there were some gunshots,where
where,here in the canyon
what are you here for,a wash and set
a wash and set,no
no,no
no,you need a cut
