questions,answers
how about the seaside,anything you say honey
with an ocean view,without is fine
that is right,yes we do
can i help you sir,yes fill it up please
ok thanks,your car s ready
do you have a moment,sure what do you need
silly me,now press this button
which one is this,it s the canon
that is right,please lend me some money
right here you are,thanks
thanks,may i help you
you are miss liu,that s right
that s right,please take a seat
please take a seat,thank you madam
altogether you have to pay,why s the plane shaking
why s the plane shaking,it s just some turbulence
it s just some turbulence,i am scared
oh must i,yes you must
it s about an hour,i see thank you
i see thank you,not at all
how much are you asking,yuan a month
thank you and bye bye,may i help you
no thanks,have a good day
great take care,thanks byebye
very badly doctor,are you worried about anything
which ad would that be,for the job
so you are a headhunter,we are an employment agency
yes of course,one kilogram too
one kilogram too,anything else
anything else,no thanks
no thanks,may i help you
sure,anything else
how about sick days,you get paid sick days
you get paid sick days,any other benefits
you are a lost cause,what is wrong with you
thank you,it s so busy here
sorry our prices are set,what is for dinner
what is for dinner,leftovers
all right here is your,thanks a lot
stewardess,yes sir
i m sorry jim,never mind dear
dad,check the drawer
can it hold soup,maybe
that is a wonderful idea,outlets have more reasonable prices
outlets have more reasonable prices,thank you for your help
thank you for your help,no problem good luck
how about oil or spray,no nothing of the kind
no nothing of the kind,ow
ow,what is the matter andy
what is the matter andy,i slipped and fell downstairs
i slipped and fell downstairs,have you hurt yourself
please hurry,here it is
hello is your taxi engaged,no this taxi is free
yes mr emory thank you,when s the big day
yes i would,what is this made of
only yuan,it s expensive for me
where,taiwan
taiwan,that will be cents
that depends on the weight,i see
pardon me,would you like a drink
the rent is every month,that s way too much
that s way too much,what is good for you
ok i will take one,could i get some beef
two,what happened
where did you hit it,right here see the scratch
what size do you wear,ten and a half
ten and a half,how about this pair
sure,how would you seat them
in cash,is that us dollars
is that us dollars,yes
thanks for understanding,hello are you muriel douglas
mmm how much is it,single or return
single or return,return please
an ordinary return please,check out these wheels
check out these wheels,you bought a compact car
you bought a compact car,no i borrowed it
half past,is it a through one
is it a through one,no it s an express
where to ma am,the grand hotel
the grand hotel,the grand hotel
how much is it,dollars a week
thank you,can i help you sir
at what address sir,lincoln avenue oklahoma city
lincoln avenue oklahoma city,o k your name please
o k your name please,john smith
ok,please get ready
please get ready,thank you
yes,hello may i help you
photograph or document,document
document,show me your document please
show me your document please,here you are
which train do you want,the train
how much is the ticket,yuan
yuan,here is yuan
let me handle it,hello this is shogun restaurant
who is the next,i am
it s john,thank you very much bye
thank you very much bye,hello is becky there please
have you finished,yes but dinner was excellent
here is the change,please keep the change
please keep the change,thank you very much sir
cents,how come so cheap
here s your change,thank you very much
you can,i feel your pain sir
that man just made history,did you vote for him
for two days,look allen has the mic
oh good,how much will it cost
right,driver pennsylvania ave please
two burgers please,for here or to go
fine five more minutes,thank you
thank you,ah no damn it
it looks good on you,do you really think so
can i try it on,sure
do you play cards,of course and very well
what is this amount for,it s for the drinks
sure,may i come in
very well consider me gone,so can you fix it
as suppose you reback at,may i leave message
may i leave message,of course
yes here is the form,is this your luggage
is this your luggage,yes only one travel bag
sure you can,did you vote today
did you vote today,i sure did
thanks i will,everything is ok now doctor
it was after am,who was he out with
who was he out with,is this the front desk
that s great,how much is the rent
how much is the rent,the rent each month is
what about,that s way too low
how about a month,that would be fine
have you ever tried tempura,no what is it
the oval shape one,that is right
how much is the fare,three yuan
yes it s essential,what about our luggage
thank you very much,do you like reading magazines
do you like reading magazines,no i do not
no i do not,why
do you have magazines now,yes i do
yes i do,can you lend me one
can you lend me one,sure here you are
sorry i am late,it does not matter
do we need food,yeah i think so
just get the basics,like what
all right see you tomorrow,hello can i help you
are you voting tomorrow,of course what about you
of course what about you,you know that i am
you know that i am,where is your polling place
oh is that right,where s your polling place
where s your polling place,i have no idea
no way,but we will be careful
i think i will,hello
thank you dad,i love you
i love you,i love you too dad
it will take days,thank you
thank you,did you order the cake
did you order the cake,oh i forgot
how about something to drink,a coke please
which airport ma am,kennedy airport
goodbye,oh here comes a bus
oh here comes a bus,it s here at last
it s here at last,how long have you waited
how long have you waited,twenty minutes exactly
twenty minutes exactly,i am so busy today
i am so busy today,can i help you
can i help you,wait a minute please
wait a minute please,have you made a reservation
does the charge include everything,yes
yes,do you require a deposit
thank you very much,it s my pleasure
when,june rd
your passport please,here you are
how long will it take,it depends
have a good day,thank you
yes okay,you owe
you owe,here s my visa card
it was,do you have another card
do you have another card,that s my only one
marriott street,how do you spell that
is friday good for you,that is perfect
i can do that,that would be great
you mean used cars,no ah single sellers
but sir,yes yuri
chicken please,here you are
good coming sir,good morning
where are you going,i am going to wangfujing
with sugar,no sugar please
yes,welcome to our factory
about of the gross sales,that is fine
go for it,have you voted yet
have you voted yet,i voted this morning
that is private information,i see
does it hurt,a little but not much
for the construction site manager,that is the one
that is the one,what happened
i am going there tomorrow,great good luck
so,we got the contract
we got the contract,all right
all right,what is wrong with you
what is wrong with you,i feel so tired
ok let me try,welcome
anything else sir,yes something non alcoholic please
a glass of juice please,coming up immediately
coming up immediately,hello
hello,is this ann
is this ann,speaking
thanks i appreciate that,welcome back
do you like this one,it seems too short
it seems too short,what about this one
yuan,is there any cheaper one
is there any cheaper one,this one is only yuan
all right,here is the money
here is the money,thank you anything else
all right bye,bye
fried please,anything more sir
glad to see you too,good afternoon doctor
can i have a look,of course come in
no nothing of the kind,there how is that
there how is that,that is very good
it s a deal,excuse me sir
for the bank manager,that s the one
that s the one,what happened
i m going there tomorrow,great good luck
i am not sure,you do not know
what time exactly,i need it delivered at
shall we share a taxi,where are you heading now
so what was the score,the score was
may i see your receipt,here you are
this is mr william,can you spell that please
thank you mr william goodbye,hello frank
is that me,could be
thanks,if only i was talented
where do you come from,i come from england
yeah let s do that,okay until next time then
talk to you then,all right see you
all right see you,see you
three weeks,what is your occupation
thank you,where to ma am
are they sweet,very sweet
very sweet,how much are they
is there any meat,yes just tinned meat
yes just tinned meat,is it chicken
is it chicken,no it s beef
no it s beef,is it ready to eat
in tens and twenties please,no problem here you are
no problem here you are,thanks a lot
good morning sir,morning
thanks doc bye,what schools have you attended
when can i come over,would friday morning be alright
would friday morning be alright,ok good bye
ok good bye,good bye
good bye,operator
well done please,may i have a reservation
may i have a reservation,yes of course
all right your name please,i am chen liang
did you like your work,yes i did
i appreciate the effort sir,this apartment is wonderful
it isn t too much,how about if i pay
how about if i pay,i can t take that
is there a problem,no your daughter is great
no your daughter is great,that is great news
here catch,look allen has the mike
yes they are,please open the black case
please open the black case,ok
no problem,will it shrink when washed
okay put her through,thanks
oh it s so cute,may i borrow your typewriter
thank you good bye,bye
thank you for the information,do not mention it
yes it has,excuse me what is this
excuse me what is this,this is a circuit board
i am,plead your case
i was not speeding,how fast were you going
no you do not,i appreciate your understanding
something s burning,oh my bread
oh my bread,mm i love burnt bread
mm i love burnt bread,curse this oven curse it
curse this oven curse it,but i prefer burnt bread
oh here you are,all right wait a minute
that is neat,oh this is monica
can i help you,how much is this pen
how much is this pen,ten yuan
one yuan,here s fifteen yuan
ok that is right,welcome to come again
welcome to come again,ok
that would be great,how much would you like
how much would you like,i would like
i would like,here is your
here is your,thanks for everything
that s so unfair,what is wrong with you
goodbye,did you enjoy your meal
did you enjoy your meal,yes we really enjoyed it
i come home for lunch,how long have you got
how long have you got,only hour
mazda honda and nissan,honda is ok
you voted right,you know i did
you know i did,who did you vote for
thanks for letting me know,no problem just go ask
i never got it,your bill was mailed already
thank you very much,you are very welcome
sure,have you decided on something
speaking who s calling please,hi mary this is tom
sure here you are,could you recommend some dessert
do not you have cheese,of course we do
can i see your ticket,of course here you are
let s sit over there,ok
i certainly have,when did this happen
when did this happen,about two hours ago
me too,and anything to drink
sure how about this one,is this the latest edition
what is the difference,the hardcover is more expensive
good bye,that dress is too expensive
that dress is too expensive,but it s so pretty
has he been late before,yes once last week
yes once last week,thanks for letting me know
ok thank you,you re welcome
yes i do,you did pretty bad
you did pretty bad,exactly how bad
i love my candidate,why is that
what is the fare please,twenty dollars and sixty cents
twenty dollars and sixty cents,what you are overcharging me
no problem,dm is equivalent to rib
what does cabs stand for,international air braking systems
in two weeks,thank you
that is fine,ok usd please
good morning mr zhang,good morning
these are new arrivals,let me have a look
let me have a look,try them if you like
all right thanks a lot,no problem
that s rather hard,but it matches my major
maybe maybe i will,somebody please answer the phone
somebody please answer the phone,i have got it
i have got it,what did the boss say
what size,size five
size five,what colour
what colour,black
can i collect unemployment benefits,are you still working
these,yes please
yes please,here you are
that is great,may i sit here
thank you,are you going home now
no,and this
and this,yes a bit ouch
where s the wagon,where s what wagon
where s what wagon,the water wagon
the water wagon,what water wagon
no i am not,oh i am so sorry
oh i am so sorry,that s all right
ok,ouch i am hurt
ouch i am hurt,are you all right
what was the problem,i lost track of time
oh no you do not,what do you mean
oh you mean kikes,yeah that is the one
thank you,how s the chicken
how s the chicken,it s delicious
thanks good bye,good bye
do you have a reservation,no i m afraid not
here s my visa,thank you
oh very good,hey how s it going
hey how s it going,good how about you
good how about you,not bad thanks for asking
not really i usually drive,you have a car
you have a car,yes i do
it s london,and your name and number
where is it made,it s made in china
it s made in china,is it expensive
is it expensive,not very expensive
not very expensive,i will take this one
here you are,what degree have you received
thank you very much,it s my pleasure
bingo,it s just you
you have got a deal,great bye
great bye,bye
thank you very much,good morning this is mary
is there an additional driver,no
no who was it,mccain is our new president
mccain is our new president,you re a liar
is bob home,hold on
by ordinary air mail please,anything of value in it
why,because we are partners
can you help me please,sure if i can
by airmail or seamail,how different are these rates
about a month,then by sea please
how about some zongzi,what is that
ok we will try some,anything else
anything else,no it s enough
ok thank you,how much is the hat
how much is the hat,
hi susan,hi lily how is everything
what are you doing,i am watching tv
tingling is on tv,which channel is it
which channel is it,channel
o clock,thank you
nobody told you what happened,tell me the news
are you kidding,i am completely serious
i am completely serious,did anyone get hurt
were the injuries minor,i believe so
i believe so,that is great to hear
that is great to hear,yes it is
yes it is,have you met professor smith
that is perfectly all right,thanks for your forgiving
thanks for your forgiving,it s really of nothing
it s really of nothing,i will work hard
i will work hard,that is quite all right
thank you good bye,good bye
what are you greatest strength,honest hardworking and responsible
twenty minutes walk at most,hello
hello,hello is doris available
yes no need to change,may i help you
what is the problem,a man robbed me today
a man robbed me today,when
when,i was robbed this morning
i was robbed this morning,what did he take
did you see his face,i saw him perfectly
i could do that,can i help you
thank you,is this the registration office
i do not know exactly,what is your problem then
medical department are you sure,yes just go there
yes just go there,where is it
oh really,where s yours at
where s yours at,i m not sure
i m not sure,you should know that already
what is your reservation number,our reservation number is j
how much is this shirt,yuan
all right,hi how can i help
for pick up or delivery,pick up
what size,medium please
may i help you,i have a problem
i have a problem,what s your problem
sure,she is a late riser
thank you,what is for dinner tonight
that was really a nightmare,honey what is up
that is fine,ok give me your address
what else do we need,get some snack foods
get some snack foods,what is the problem
let s eat out,why not
i know,did we miss our stop
did we miss our stop,i am not sure
are you serious,yeah we did miss it
sorry,you are still a student
thank you,hello how are you
well i also have,damn scott you got big
well i guess so,did you need help
how s that,i m working here today
i m working here today,that s wonderful thank you
okay wish me luck,wish you have a blast
wish you have a blast,thank you see you
in about to days,i have a sweet tooth
i have a sweet tooth,what exactly do you want
what kind do you like,apple pie is my favorite
apple pie is my favorite,i love apple pie too
i love apple pie too,see i helped you out
hello three five,is that anne
how s this,i am just looking
go and try it on,what do you think
i have a resume here,what is your name please
what is your name please,david chou
yes it s true,what about the foreign bank
i m from channel news,how s it going
i already voted,who did you vote for
why not,my vote is personal
actually there is a problem,like what
thanks so much bye,hello smith s resident
it s a pleasure,my computer is not working
i did not know that,you should check the connections
wow you look great,thanks for noticing
thanks for the advice,no problem
hey taxi,where are you heading sir
where are you heading sir,capital airport
capital airport,what is your flight time
what is your flight time,at
thank you very much,good evening sir
no,what about his hair
what about his hair,black or dark brown
what kind of shoes,boots
boots,cow while boots
cow while boots,no hiking boots brown ones
come in please,good morning mrs smith
egg soup is ok,is there anything else
oh yes,i love japan a lot
check please,us dollars
this is not fair,that is life
that is life,what about my rights
thank you,hello is john in
wait a moment it s,we would prefer separate checks
make sure to study first,i study every night
good morning sir,good morning
how much is it,exactly five dollars
what do they look like,white
white,how tall are they
oh that is too bad,what about roses
yes they are,good morning welcome aboard
thanks,how was your flight
what color do you want,black of course
can i try this lipstick,sure here is the mirror
ok ok toast and egg,milk
milk,no
okay i will do that,thank you bye bye
thank you bye bye,you are welcome bye
what is your price,yuan for each piece
how about yuan,i offer you yuan
are you married,yes i am
good morning,may i take your order
soft boiled please,all right sir
what is your name,addison
certainly,what is the tariff
around,party of two
party of two,no we have five persons
what kind of warrant,you have a bench warrant
you have a bench warrant,what is that
i never went to court,i can not help you
i can not help you,this is unfair
show me your passport please,here you are
about yuan,thank you very much
thank you very much,you are welcome
,is lunch included
not at all,excuse me sir
excuse me sir,yes
yes,is this your car
is this your car,yes it is
sprite with ice please,ok here you are
ok here you are,thank you
good luck next time,thank you
the people have spoken,that s horrible
good coming sir,good morning
to the airport please,here we are
thank you sir,you are welcome goodbye
what time sir,around
sorry this is,i am really sorry
i am really sorry,it s ok
how much must i pay,it s yuan
it s yuan,here you are
do you like coffee ann,yes i do
yes i do,do you want a cup
do you want a cup,yes please christin
yes please christin,do you want any sugar
do you want any sugar,yes please
yes please,do you want any milk
do you like biscuits,yes i do
yes i do,do you want one
do you want one,yes please
sure what is it,my car has broken down
with pleasure get in,thanks a lot
in california,are you married or single
are you married or single,i am single
not today,what do you mean
i see,i want justice
what size,seven and a half
ok this way please,you look so busy
yes you are right,how long ago
how long ago,about two months
about two months,shall we share a taxi
keep in touch,how are you doing today
i wish you luck,thanks a lot
cheese,did it come out
fancy seeing you here lily,yeah what a surprise
yeah what a surprise,how s everything going
how s everything going,fine thanks
not in a million years,is everything all right
is everything all right,not at all
not at all,what is the problem
what is the problem,someone just robbed me
someone just robbed me,what do you mean
let me take you,i would like that
how old is your phone,about five years old
that is the point,hello abc company
all right,have you got a minute
have you got a minute,sure what is up
xxxxxxxxxx,hello
no i am fine thanks,enjoy your stay
will you be voting,yes will you
yes will you,i already have
i already have,how did you do that
how much,i want to transfer
i want to transfer,will that be all
will that be all,yes that will be all
thanks dear,let s go
let s go,where to
i watched it happen,really
really,yes i was right there
yes i was right there,what did you see
by weight cents per pound,could you weigh these please
could you weigh these please,please anything else
please anything else,a sack of cherries please
a sack of cherries please,here you are
here you are,are you ready to leave
are you ready to leave,give me a sec
give me a sec,can i help you sir
are you married,yes i have just married
i will accept your offer,may i help you
here you are,what s good today
how about drink sir,a cup of coffee please
about two years now,can i help you
can i help you,i need some stamps
i must weigh it,how much is it overweight
i want sharing company,oh hop in
ok i see,hello
i will thank you dad,i love you troy
for today,no early saturday morning
no exactly not,how about afternoon
there s you receipt goodbye,do you have any luggage
how are you doing,great thanks for asking
i want to deposit cash,how much are you depositing
how much are you depositing,i would like to deposit
you can come later,what is the time now
what is the time now,it s half past seven
is it far from here,no it s not far
no it s not far,how far is it
thanks a lot,waiter bill please
what is this for,that is for the wine
that is for the wine,i see
sure here it is,how s everything janice
it s all or nothing,it is really exciting news
pierre cardin,how about this one
joy chain elementary school please,will do
ok,what is the fare
what is the fare,it s yuan
it s yuan,keep the change
keep the change,thanks ma am
what about next saturday,fine
what is in it please,just a few shirts
nine dollars and fifty cents,here you are
here you are,here s the receipt
here s the receipt,thank you so much
hello,hello is that miss smith
hello is that miss smith,yes
excuse me mr emory,yes christine
sure let s buy it,hi michael
hi michael,hi amy what is up
thank you,bye
let me see,is it serious
is it serious,no the damage is minor
p m,ok thank you
ok thank you,how was your morning jog
may i come in,yes please
yes please,how are you doing sir
do you play mahjong,once in a while
it comes to,did you call me sir
taxi,where to
the blue one,good i like it
where can i get it,here you are
that is a good choice,what is the departure date
that is good,what is your great struck
okay thanks a lot,you are welcome
of course madam,it s sunday today
it s sunday today,yes i know
okay here is the laundry,oh my god so much
i have already started,when
when,this afternoon
this afternoon,may i take your order
i think would be good,hello is mr green there
all right expecting you,where did you study accounting
where did you study accounting,i studied at anshan university
i studied at anshan university,did you intern anywhere
thanks a lot mrs white,you are welcome
ah umm kind of,that was quick
no come here right now,ok
ok thank you,is this our bus stop
dude where are we at,i have no idea
no problem,i ll take this one
you should unplug the phone,that is a good idea
i am really not sure,i really like caesar salads
i really like caesar salads,caesar salads are pretty good
where did this come from,i have no idea
thanks,how was it
where can i take it,two blocks down the street
two blocks down the street,may i help you
how much is the rents,yuan a month
what a pity,it does not matter
that is very good advice,do you like chocolates
not all of it,hi mike
hi mike,hi peter how are you
hi peter how are you,fine thanks and you
fine thanks and you,very well thanks
thank you,what are you thinking
what do you want,a ham salad sandwich
ok,may i try it on
may i try it on,go ahead
here you are,is my car ready yet
ah yes i remember now,have your mechanics finished yet
yes we do,very good
very good,do you have any identification
i am here on business,may i see your passport
may i see your passport,of course here you are
ok you are through now,hi this is tome smith
hi this is tome smith,yes mr smith
yes mr smith,is my vcr ready
what can i do,you need to fix it
you need to fix it,i can t right now
would you like anything else,i would prefer swordfish steak
oysters please,can i help you sir
what do you mean,it s not worth it
cash or charge,i will charge it
i will charge it,sign here please
sign here please,there you go
thanks for your help,do not mention it
i will have a go,excuse me
on which day,this friday
six weeks did you say,yes five to six weeks
i hope so,i am so thirsty
do not mention it,hi linda this is todd
dad it s raining outside,that is your excuse
operator operator,can i help you
sure here you are,welcome to our company
just for yourself,chen hong too
i m so frustrated,what s wrong jim
hello,hi is heather there please
ok thanks,bye bye
bye bye,waiter a menu please
waiter a menu please,here you are
ok i see,please come in steven
please come in steven,all right mr green
i am afraid so,did i do something wrong
ok here you are,thanks
thanks,it s ok
happy to see you,the pleasure is all mine
do you have a reservation,sorry i do not
smoking or non smoking,smoking if possible
all right,what would you like sir
what would you like sir,what would you suggest
sure here you are,thanks
oh i prefer it loose,are you a good driver
how much are the roses,twenty dollars per dozen
have you got a headache,yes i ache all over
yes i ache all over,are you coughing much
are you coughing much,a little bit
thank you doctor goodbye,goodbye
goodbye,may i help you
lucy green,you are booked ms green
you are booked ms green,thanks a lot
thanks a lot,it s a pleasure
it s a pleasure,my it looks too queer
so long,good afternoon
how s that,that s better now what
that s better now what,check your petrol situation
before next friday,all right
look at that village,beautiful
what time exactly,your flight takes off at
let me see eleven yuan,here s twenty yuan
here s twenty yuan,this is your change
excuse me,yes can i help you
this is a porsche,yes beautiful is not it
i had no idea,is that right
can you go,what time
what time,it starts at o clock
it starts at o clock,i will go
i have been really busy,doing what
doing what,working
what have you been doing,i have been working too
where are the chairs,they are behind the door
are you mr wu,yes i am
you have got it sir,how long are you staying
how long are you staying,four weeks
i can t believe it,what are your plans
you don t belong here,that s true
that s true,good luck with your life
no problem step in please,thanks
how would you like it,just a trim will do
see you,nice to meet you
i can t help that,i like that
i like that,i hope so
yes it is,do i have to change
do you want a taxi,yes
yes,where to
yes i know it,you can take me there
that is good,buckle up the belt please
buckle up the belt please,let s go
let s go,have you anything to declare
what did you order,roast beef
thank you for telling me,it was my pleasure
you like the food there,i really like the food
we need a detention warrant,good morning mary
thank you and goodbye,do you like cooking
let s make a deal,what
tomorrow afternoon,tomorrow afternoon will be fine
everybody s buying them,are they
ok i am dick,glad to meet you
ok,hello can i help you
how about going swimming,ok where should we go
i think so,do you have a minute
no sharon stone did,and sharon stone is batwoman
oh can i,yes please
you are welcome bye,bye
no thanks,and vegetables with porridge
and vegetables with porridge,blah what is that
go right ahead,i like what i see
i like what i see,may i help you
well thanks very much,you are welcome
you are welcome,do i need a visa
but i need it back,i can t do that
anything to drink,milk please
thanks,ben what are you doing
that s fine,i appreciate it
i greatly appreciate your help,well what is your trouble
are you done,yes
bye now,hey are you getting dressed
hey are you getting dressed,yes i am
yes i am,why what time is it
ok see you at noon,if i am awake
you mean this month,oh yes how s it
oh yes how s it,over million
no,that is strange
one hundred yuan please,here you are
alright see you,hi my minibar is empty
yes you are right,how are you feeling
it was okay,would you like a drink
yes,how often
that is fine,may i come in
next saturday at the earliest,may i help you
may i help you,i am just browsing thanks
but it s still early,do not stay up late
i can not believe that,what
see you,see you
ok take care,thank you
hey where are you going,coing out for a walk
thank you,good luck to you
what makes you angry,dishonesty it s unacceptable
pure gold ones please,ok here they are
ok here is the money,here s your change
yuan for hard seats,fine
fine,sir
okay good night sir,it s getting late mary
it s getting late mary,maybe i should go home
are you sure,we can sleep together
we can sleep together,sounds like a good idea
ok it s yuan,here you are
to hell with you,do you carrying fresh fish
let me show you,thanks
thank you ma am,are you going out again
crofton avenue building a room,next please where to sir
passport please,here you are
here you are,are you chinese
are you chinese,yes i am
no i like the fish,what ever you say
it s ok good night,good night
yes dad,do you have life insurance
the blake s got divorced,really why
ok i will try this,what is wrong
what is wrong,there s no power
actually i do,who
have you been drinking,no i have not sir
regular or unleaded,unleaded my car is new
yes please,you are a quart low
get up you lazybones,just a minute
how about friday afternoon,that will be fine
how much is it,it s only
it s only,i will take it
uh no,how much is this
i know mom,have you got everything
that sounds good,what else would you like
do you take american express,no we do not
good idea,let s go
ok we will try it,any drinks
round trip,when will you be leaving
first class or coach,coach
yes please,that will be dollars
that will be dollars,ok
at o clock,what about the working hours
does the tv have cable,yes sir
i appreciate your help,hello this is francis
thank you so much,not at all
thank you,sorry but she is out
you voted for him right,i did did you
i did did you,i voted for him
how about your family,they do not mind
everything is ok now,thank you for repairing it
see you later,bye
is everything alright,yes everything is fine
good bye sir,can we talk
can we talk,what about
two adult passes please,that will be dollars
yes here is my passport,what currency will you have
what currency will you have,us dollars please
here you are,please count
traxi taxi,hello madam where to
no problem get in now,take me to hilton hotel
take me to hilton hotel,all right got it
well it s,here s keep the change
here s keep the change,thank you
are you positive,i always catch this bus
that is cool,yeah i know
one economy please,can i help you
what size do you want,size
size,here you are
thank you,you are welcome
you re free to go,that s great
i realize that,good luck out there
is the arresting officer here,yes he is your honor
yes he is your honor,plead your case
okay mom,right that is good
can i help you,i want a leather jacket
i want a leather jacket,what size please
what size please,size
size,what color would you prefer
how much please,only yuan
anything else,i am self indulgent sometimes
ok i will do that,thank you very much sir
you can check it sir,ok
ok,are you going to vote
are you going to vote,yes are you
they re this coming tuesday,really
really,yes i m serious
yes i m serious,good thing you told me
what kind do you want,i want some chocolate
i want some chocolate,what kind of chocolate
but they do,what makes you say that
even her mom,yes even her mom
yes even her mom,what is her personality like
make them with french dressing,i will do that then
show me your card please,here you are
that is ok,can i help you
may i try it on,of course please
jade ones,ok here they are
eight hundred yuan,how about seven hundred yuan
ok,here is the rib
here is the rib,thank you very much
here are your pancakes madam,but i ordered waffles
but i ordered waffles,oh i am so sorry
what s going on,your card was declined
your card was declined,that can t be right
what is today s date,it s july th
about weeks,when are you coming back
,and your address please
and your address please,lincoln avenue
okay,what is your name please
what is your name please,wang yongmei
about nine years,what is her job
i am fine dad,did you get hit
will that be all,yes that is it
ok,miss liu please come in
it is unnecessary,that is all right
hello ms murphy,yes who s calling
just a taxi please,and what is your destination
what is your weight,pounds
s m i t h,and your passport number
and your passport number,z
ok i have got it,thank you good bye
what is wrong with it,my bumper is smashed in
my bumper is smashed in,i did not do that
i will cook dinner,i already know start cooking
i already know start cooking,can i help you sir
may i try this on,yes let me help you
can you recommend me one,sure it s the latest
that is fine ok thanks,mike look at the floor
mike look at the floor,what is wrong with it
oh sorry,jeez tourists
what do you do,i m a firefighter
i m a firefighter,really that s so cool
may i see your passport,here it is
i understand,you re fine with that
please fill in this form,is this all right
i am going to disneyland,that sounds like fun
i m glad you understand,is everything to your satisfaction
which man,the one smoking a cigar
no not for this country,how about traveler s insurance
can you type jane,yes i can
yes i can,how many words a minute
how many words a minute,about words a minute
can you start next week,next week
next week,yes on monday
hello is this room service,yes may i help you
may i speak to peter,who s calling
excuse me,yes
yes,is this your handbag
is this your handbag,pardon
pardon,is this your handbag
where can we climb it,do we have any choices
okay let s go,well that was tough
well that was tough,but we made it
here comes the bus,it s about time
okay thank you very much,you re welcome
ok i will remember,do you feel all right
sure,thank you for your help
thank you for your help,it s my pleasure
it s my pleasure,are you going to vote
are you going to vote,i am are you
they do,you ll be okay
you ll be okay,thanks for telling me
all right,may i help you sir
thank you very much,do you like cooking
how much are you asking,yuan a month
good morning miss,good morning sir
dollars,how would you like it
fine i will make it,i knew that already
ok your name please,black
black,good thank you very much
and your company name please,he knows who i am
do not mention it,how is the project going
,thank you very much
you are welcome,do you like travelling
do you like travelling,yes i do
how s that,that s better now what
that s better now what,check your petrol situation
is it this one,yes thank you very much
i booked a room here,your name please
your name please,brown jason brown
i see,enjoy yourself sir
ok thank you,how are you
hey look out,what happened
where my car,no mine
no mine,thank goodness
the worker stadium,this is the right bus
ok what name please,this is peter kaufman
this is peter kaufman,can you spell that please
which child is this,that s charles
that s charles,what a large child
what a large child,all my children are large
all my children are large,and which child is this
and which child is this,that s james
that s james,what an agile child
what an agile child,all my children are agile
all my children are agile,now which child is this
thank you goodbye,goodbye
how does that feel,it feels very good
it feels very good,you look wonderful
anything to drink sir,yes two bottles of beer
master card here you go,wait a moment please
hi is this sue,yes
what position,senior account rep
senior account rep,how much does it pay
how much does it pay,it starts at s
what are you kidding,is there anything wrong
thank you and you require,rib please
yes that is great thanks,hello may i help you
anything else,no that s all
aisle please,boarding time is am
boarding time is am,what is the gate number
hope it was worth it,hi may i help you
thank you,hey honey where were you
what flight are you taking,flight
flight,and what is your name
and what is your name,anderson
yes we did,i love you happy anniversary
i love you happy anniversary,i love you happy anniversary
ok goodbye,goodbye
yes i ve finished,then let me see
be careful,thanks for the warning mom
ok good luck to you,good morning ann
good morning ann,good morning mr jones
extension to,when will you reach there
can i smell it,sure
thank you goodbye,bye
use this one,thanks a lot
which one is cheaper,this one is our cheapest
in a cushioned sleeper please,jason emory speaking
i do not smell bad,that is what you think
i can smell you,i can smell you too
i can smell you too,that is my perfume
that is my perfume,when can i wear perfume
what kind do you want,i have no idea
i have no idea,caesar salads are good
caesar salads are good,i like those too
yes will this do,yes it s perfect
i hope so,is tom in
is tom in,wrong number
no it is not,oh i am sorry
your throat is inflamed,is it serious
what happened,i was robbed
i was robbed,when did this happen
when did this happen,it happened this morning
it happened this morning,what was taken from you
i want that,do you want anything else
um me,bingo
are these your bags,yes they are
pay me please,here you are
here you are,thank you the change sir
thank you the change sir,how s it going
how s it going,great thank you
five yuan,thanks
thank you,is there a bus tour
hello,hello debbie this is donald
hello debbie this is donald,oh hi donald
was he with someone else,he was alone
how was your test,it was bad
i see,which one interests you sir
you are welcome,turn on the tv please
turn on the tv please,ok
quite sure,can i help you
that is a switch,i am serious have you
i am serious have you,no i have not why
call me mr smith,certainly mr smith
thank you,it s my pleasure
really it s unbelievable,but it s the truth
when do you need it,asap in writing of course
yes what about you,i already voted
i m having a problem,what s the problem
go right ahead,here here use my card
ok ok on one condition,what is that
yes,how is this going
where is the house,it is on spring avenue
it s a month,does that include utilities
have you brought your receipt,yes here you are
go to gate no please,thank you very much
thank you very much,don t mention it
anything else,your passport please
your passport please,have you ever shopped online
divided by equals,you got it good job
thank you for your information,you are welcome
okay bye,bye
great how are you,fine everything is just fine
great thanks a lot,no problem john
what size do you wear,medium i think
yes what is wrong,what is the date today
what is the date today,today is september th
we have not hurry up,all right let s go
all right let s go,and about time too
how much is it,it s two yuan
i appreciate it thank you,that is all right
,how can it be
where is it,it s a private garden
it s a private garden,mom can i watch tv
mom can i watch tv,no more today honey
okay that s or,that s right
that s right,good morning passport please
thanks a lot,not at all
not at all,can i help you sir
can i help you sir,yes i am checking out
thanks very much and goodbye,this is the rush hour
for what time sir,around p m
hi can i help you,yes we have reservations
yes we have reservations,what is your name sir
what is your name sir,jack bates
just some souvenirs,ok that will be ok
ok that will be ok,thank you
they are soft,would you like some more
would you like some more,no more thank you
yes thank you so much,may i help you
that is fine,your total comes to
your total comes to,here s a twenty note
no thanks,bye
ok we will take it,anything else
how about drink,coffee only black coffee
ok thank you,you are welcome
