questions,answers
never should you interrupt on a unfamiliar topic,sure in order not to leave a bad impression on the interviewer
sure in order not to leave a bad impression on the interviewer,additionally do not show any impatience to a repeated topic
additionally do not show any impatience to a repeated topic,do not be absent minded even when you are not interested in the talk
do not be absent minded even when you are not interested in the talk,in a word any impolite behavior should be avoided in the listening
in a word any impolite behavior should be avoided in the listening,excuse me i am looking for a good novel can you recommend anything
excuse me i am looking for a good novel can you recommend anything,certainly what kind of novel did you have in mind
well let me see this stephen king novel is a real thriller,sorry i forgot to mention that i do not like horror much either
sorry i forgot to mention that i do not like horror much either,that is okay well let me think how about a mystery novel
that sounds interesting okay i will get this one thanks for all your help,do not mention it
do not mention it,are you a wrestler or a boxer
your muscular shoulders and chest impress me so,oh really i go to the gym every day
what s wrong with it,part of the motor is loose i can put it back in place quite easily
part of the motor is loose i can put it back in place quite easily,that s great thanks very much would you like a cup of tea or coffee
that s great thanks very much would you like a cup of tea or coffee,good day to you how can we assist you today
good day to you how can we assist you today,hello yes can i do bank insurance link business here
yes is that necessary,well it certainly makes everything easier both at this end and at your end
well it certainly makes everything easier both at this end and at your end,ok here s my account details
have you received any other honors,yes i was chosen as one of the top prominent youths of beijing
yes i was chosen as one of the top prominent youths of beijing,do you have anything published
do you have anything published,yes i have got two articles in english in the international young writer s collection
that is very kind of you thank you very much,front desk may i help you
yes sure you do have storage service when will be checking out tomorrow,about nine thirty in the morning
about nine thirty in the morning,shall we arrange a bail boy to pick up your luggage at nine o clock
shall we arrange a bail boy to pick up your luggage at nine o clock,sure
sure,may i have your room number please
may i have your room number please,
thank you very much bye,you re welcome good bye
you re welcome good bye,is the view going to be ok
that s the way to go,i am going to the bank
i am going to the bank,what do you need to do
what do you need to do,i need to withdraw some money
i need to withdraw some money,how are you going to do that
how are you going to do that,i will just use the atm
i will just use the atm,what is that
what is that,it s the automatic teller machine
it s the automatic teller machine,it gives you money
it gives you money,i just insert my debit card into the machine
i just insert my debit card into the machine,and it gives you money
and it gives you money,well it gives me money but it s my own money
well it gives me money but it s my own money,oh what good is that i thought it gave you free money
oh what good is that i thought it gave you free money,then i ll see you next week ms o brian
then i ll see you next week ms o brian,yes let s say tuesday at noon bring your portfolio with you
yes let s say tuesday at noon bring your portfolio with you,certainly is there anything else you would like me to bring mr o brian
certainly is there anything else you would like me to bring mr o brian,no that s all i already have your resume
no that s all i already have your resume,i need something to eat please
i need something to eat please,tell me what you are hungry for
tell me what you are hungry for,i feel like champagne lobster tail and filet mignon medium rare
well i prefer filet but porterhouse is good too,perhaps i could interest you in chocolate covered strawberries with the champagne
perhaps i could interest you in chocolate covered strawberries with the champagne,just the champagne will be fine thank you
just the champagne will be fine thank you,you will see this charge on your amenities account
you will see this charge on your amenities account,that is fine
could you give me some advice,the dress is made on your measurement
ok maybe you can try this one on it s yellow,good afternoon what service do you require
good afternoon what service do you require,i would like to rent a safety deposit box here please
certainly just fill in this form please,you re home late today david how was school
david stop dreaming it s time to do your homework,this is the menu what would you like to have
that is right,thank you sir just a moment please
thank you sir just a moment please,good evening do you have a reservation
good evening do you have a reservation,no we do not
no we do not,how many people are you together
how many people are you together,just two people
how long a wait do you think there ll be,i think about ten minutes
i think about ten minutes,ok we will wait a while
thank you,this is the menu are you ready to order now
yes and what would you like to drink,one goblet of red wine and one bottle of beer please
one goblet of red wine and one bottle of beer please,would you like a dessert
would you like a dessert,what special kind of desserts do you have
what special kind of desserts do you have,lemon pie hot cake in syrup chocolate sundae and custard pudding
lemon pie hot cake in syrup chocolate sundae and custard pudding,well i think we will order after we finish the main course
well i think we will order after we finish the main course,all right i will bring your soup right away
all right i will bring your soup right away,so what is wrong with the drain
so what is wrong with the drain,it s clogged and water will not go down
well i guess people who lived here before did not clean the bathtub,you re darn right
you re darn right,what should i do now
ur it stinks,now you know you have to clean your bathtub every time when you use it
now you know you have to clean your bathtub every time when you use it,i would like to request some more amenities
i would like to request some more amenities,amenities what do you mean by amenities sir
amenities what do you mean by amenities sir,well the free stuff you know the soap lotion shampoo etc
not at all i still have enough for the next few days,then what is the problem sir
then what is the problem sir,i need some to keep as souvenirs
i need some to keep as souvenirs,souvenirs
souvenirs,yes souvenirs trinkets to remember my trip by
yes souvenirs trinkets to remember my trip by,we do have a souvenir shop on the first floor sir
we do have a souvenir shop on the first floor sir,oh that is not the same i never pay for hotel souvenirs
oh that is not the same i never pay for hotel souvenirs,i will call housekeeping someone will be up with more amenities shortly
i will call housekeeping someone will be up with more amenities shortly,excuse me when s the next bus
excuse me when s the next bus,the next bus will be here in four minutes
the next bus will be here in four minutes,oh good that ll be the number forty four
oh good that ll be the number forty four,no it s the number fifty eight
willy i do not think we have much butter can you buy some,sure mum in a minute
yes mum,this apartment is great but could i upgrade a few things
this apartment is great but could i upgrade a few things,what are you unhappy with
what are you unhappy with,i want to have a different color carpet
i want to have a different color carpet,if you agree to pay more money you could upgrade the carpet
if you agree to pay more money you could upgrade the carpet,would it cost a lot more
i was also wondering if it would be possible to pick a different paint color,bring me a paint sample to look at and i will consider it
bring me a paint sample to look at and i will consider it,when can you finish with the new carpet and paint
when can you finish with the new carpet and paint,your new apartment can be recarpeted and repainted by next tuesday
your new apartment can be recarpeted and repainted by next tuesday,how much is a ticket to edinburgh
how much is a ticket to edinburgh,single or return
single or return,a return ticket please
a return ticket please,a return ticket is forty six pounds fifty
a return ticket is forty six pounds fifty,good morning more hotel at your service
all right single room or double room,double room please it s for an american couple
i would like a room with a nice view please,we have a nice garden view room
we have a nice garden view room,good i will take that one is there a bar in your hotel
party all night hotel california no kidding anyway what is the room charge,yuan per night with breakfast northern star buffet what is there arriving time
yuan per night with breakfast northern star buffet what is there arriving time,they turn up around p m next monday and they check out on next sunday
they turn up around p m next monday and they check out on next sunday,i see may i have your name and phone number
i see may i have your name and phone number,yes benjamin
yes benjamin,i left a suitcase on the train to london the other day
i left a suitcase on the train to london the other day,can you describe it sir
is this case yours,no that is not mine
no that is not mine,what about this one this one s got a label
what about this one this one s got a label,let me see it
let me see it,what is you name and address
what is you name and address,david hall bridge street
david hall bridge street,that is right d n hall bridge street three pound and fifty pence please
that is right d n hall bridge street three pound and fifty pence please,here you are
thank you,hey
hey,what s the matter
what s the matter,this case does not belong to me you have given me the wrong case
this case does not belong to me you have given me the wrong case,mr hughes do you have a minute i would like to discuss something with you
mr hughes do you have a minute i would like to discuss something with you,what can i do for you
could you tell me your name sir please,yes it is smith
yes it is smith,hi mr smith i m dr hawkins why are you here today
o k thanks doctor,sorry to bother you sir but i have some bad news
sorry to bother you sir but i have some bad news,what is it
when can you give me the final decision,we will notify you next thursday at the latest shall i telephone you
we will notify you next thursday at the latest shall i telephone you,ok
ok,all right thank you for coming today
all right thank you for coming today,thank you for your interview with me
thank you for your interview with me,hello i am calling about my cable service
hello i am calling about my cable service,what is the problem
what is the problem,for the past week my cable has not been working
for the past week my cable has not been working,i apologize but the cable has been down lately
i apologize but the cable has been down lately,do you know when it is going to start working again
do you know when it is going to start working again,give it a couple days and it should be back on
give it a couple days and it should be back on,will i still have to pay for the cable while it s not working
will i still have to pay for the cable while it s not working,since it s not working i am going to give you a credit
since it s not working i am going to give you a credit,so i do not have to pay anything
so i do not have to pay anything,you will not pay anything until your cable starts working again
you will not pay anything until your cable starts working again,okay thank you very much for your help
okay thank you very much for your help,no problem thank you for being so understanding
no problem thank you for being so understanding,shall we have some soup first
i just want to have a coffee i think,did you hear the good news
did you hear the good news,no i have not
no i have not,i got a promotion at my job
i got a promotion at my job,did you really
did you really,seriously i am so excited
seriously i am so excited,well congratulations
well congratulations,thank you
thank you,i am so happy for you
i am so happy for you,really
really,yes you really deserved this
yes you really deserved this,you think so
you think so,yes good for you
great thanks for you advice,hey mary dress warmly for today
hey mary dress warmly for today,why it looks like a sunny day
why it looks like a sunny day,looks can be deceiving
looks can be deceiving,what do you mean
what do you mean,it s very windy today
it s very windy today,but look it s so sunny out
interesting lectures are not they,yes very i thought the last speaker was especially good
yes very i thought the last speaker was especially good,let me introduce myself by the way my name s charies ford
let me introduce myself by the way my name s charies ford,how do you do i am bob evans
no problem,open the book and turn to page
open the book and turn to page,it is difficult
it is difficult,no honey it s easy if you know the way
no honey it s easy if you know the way,do i have to memorize it
do i have to memorize it,no honey try to make notes in your notebook
no honey try to make notes in your notebook,dutton hotels how may i help you today
dutton hotels how may i help you today,i wanted to check rates and availability for your san francisco location
i wanted to check rates and availability for your san francisco location,certainly i can help you with that will that be the downtown or waterfront location
certainly i can help you with that will that be the downtown or waterfront location,the waterfront location
the waterfront location,what date do you plan to check in
what date do you plan to check in,i would like to check in on october th and check out the th
i would like to check in on october th and check out the th,okay let me see what we have for how many
okay let me see what we have for how many,one and if possible i am looking for a non smoking room
i would like to book the standard room,okay your last name
okay your last name,rama
rama,and your first name
and your first name,jeff
a visa,the number and expiration
the number and expiration,it s and the expiration is
it s and the expiration is,your confirmation number is pd is there anything else i help you with
your confirmation number is pd is there anything else i help you with,no that is all thanks
no that is all thanks,have a nice day and thanks you for calling dutton hotels
have a nice day and thanks you for calling dutton hotels,merry christmas sweetie how s your brother enjoying taiwan
no christmas without him is bad enough so honey do you have cold feet yet,yeah especially since jack did not take care of the plane reservations
yeah especially since jack did not take care of the plane reservations,you are not coming
you are not coming,not until the st so can you change the church reservations
not until the st so can you change the church reservations,i am afraid not the church is booked until the year
i am afraid not the church is booked until the year,then where will we have the ceremony at home
i am sorry mom,do not worry dear i am a great host now get some rest merry christmas
do not worry dear i am a great host now get some rest merry christmas,merry christmas mom i love you
merry christmas mom i love you,i love you too and forgive jack he is doing his best
i love you too and forgive jack he is doing his best,i know goodnight
i know goodnight,are you ready
are you ready,ready for what
ready for what,ready for the big switch
ready for the big switch,what are you talking about
what are you talking about,the nation is switching to digital tv
the nation is switching to digital tv,oh of course i am ready
oh of course i am ready,did you buy the converter
did you buy the converter,no i do not need a converter because i bought a digital tv
no i do not need a converter because i bought a digital tv,how much was that
how much was that,it was only about for a inch screen
it was only about for a inch screen,does it pick up any digital channels
does it pick up any digital channels,oh yes i get six korean channels but nothing in english
oh yes i get six korean channels but nothing in english,martin did you remember to bring back that software i lent you
martin did you remember to bring back that software i lent you,oh kate i m sorry it completely slipped my mind
definitely i m really sorry,do you have any certificates on computer
do you have any certificates on computer,yes i have acre national computer rank examination certificate rank ii
yes i have acre national computer rank examination certificate rank ii,how did you get it
where do you see yourself three years from now,working for your company as the top administrative assistant in your firm
where did you get these peanuts mike,at the supermarket down the street help yourself
at the supermarket down the street help yourself,thanks
thanks,i would like to purchase a pan
well i cook a lot of big meals,what do you think of this one it s a pan
what do you think of this one it s a pan,yes that is the right size but it s so heavy
do you want any meat today mrs bird,yes please
yes please,do you want beef or lamb
do you want beef or lamb,beef please
beef please,this lamb s very good
this lamb s very good,i like lamb but my husband does not
i like lamb but my husband does not,what about some steak this is a nice piece
what about some steak this is a nice piece,give me that piece please and a pond of meet too
give me that piece please and a pond of meet too,do you want a chicken mrs bird they are very nice
do you want a chicken mrs bird they are very nice,no thank you my husband likes steak but he does not like chicken
no thank you my husband likes steak but he does not like chicken,to tell you the truth mrs bird i do not like chicken either
to tell you the truth mrs bird i do not like chicken either,do you think this blouse really suits me
do you think this blouse really suits me,sure it s just right
sure it s just right,not too tight in the waist
not too tight in the waist,no it s a perfect fit
no it s a perfect fit,hello can i help you
that is splendid can you take three pictures of me with them,i thought you had grown out of such child practices
gross,hurry up the smile is frozen on my face
hurry up the smile is frozen on my face,hello barneys garage
hello barneys garage,hello mr higgins please
hello mr higgins please,he just stepped out can i take a message
i will make sure he receives the message,that is fine
that is fine,thanks for calling
thanks for calling,good morning how can i help you
good morning how can i help you,i would like to open a new account
i would like to open a new account,have you filled out an application form
yes what is the maximum amount that you are allowed to have in an overdraft,the maximum is
the maximum is,is there a penalty for having an overdraft
thank you very much,you are welcome
certainly there are several kinds of music what do you like to listen to,i like listening to the classical music
i like listening to the classical music,ok here it is can you hear it
ok here it is can you hear it,yes which channel is for opera
yes which channel is for opera,the last one clockwise
the last one clockwise,oh i have got it how nice are the singers singing
oh i have got it how nice are the singers singing,may i help you sir
may i help you sir,i would like to buy a shirt
i would like to buy a shirt,what color do you want
what color do you want,i prefer the blue one
i prefer the blue one,what size are you
what size are you,i am not sure could you measure me please
i am not sure could you measure me please,no problem i think will be fine for you
no problem i think will be fine for you,can i try it on
can i try it on,of course the fitting room is this way please
of course the fitting room is this way please,i am the mortgage advisor at this branch you wanted a chat about housing loans
i already have an account with you so it should be pretty straight forward,that is good it should speed things up nicely
that is good it should speed things up nicely,do you have any other questions
do you have any other questions,i want to know about fees
i want to know about fees,which fees
which fees,overdraft fees
overdraft fees,you will be required to pay a small fee for every time you overdraft
you will be required to pay a small fee for every time you overdraft,how much is the fee
how much is the fee,you will have to pay every time you overdraft
you will have to pay every time you overdraft,that s a small fee
that s a small fee,it should stop you from overdrafting
it should stop you from overdrafting,you would think it would but it most likely won t
you would think it would but it most likely won t,can i help you with anything else
can i help you with anything else,that s it for today thank you
that s it for today thank you,who s it for
who s it for,it s for you
how do you do,excuse me can you tell me the way to the british museum
which bus should i take,tour
tour,what time does the museum open
what time does the museum open,it opens at from april to october
it opens at from april to october,thanks a billion
thanks a billion,can i help you
are not there any trains before,sorry not before
sorry not before,then one to new york at
then one to new york at,one way or round trip
how much is a soft,and for a hard one only
and for a hard one only,then one hard seat please
ok here is your change the train leaves on platform,excuse me i would like to apply for an immigrant visa
excuse me i would like to apply for an immigrant visa,under which category do you intend to apply
under which category do you intend to apply,oh my son is an american citizen we want to live together in the future
oh my son is an american citizen we want to live together in the future,so that is the family reunification
so that is the family reunification,please take me to plaza hotel
please take me to plaza hotel,ok when should we be there
ok when should we be there,as soon as possible because i have got an important meeting to attend
as soon as possible because i have got an important meeting to attend,all right if there s no hold ups
all right if there s no hold ups,here is your room i hope you like it
here is your room i hope you like it,looks not bad
looks not bad,the room is away from traffic noise
the room is away from traffic noise,yes it s pleasantly quiet here
yes it s pleasantly quiet here,here s the bath
here s the bath,where can we have our laundry done
where can we have our laundry done,there s a bag in the bathroom just put your laundry in it
there s a bag in the bathroom just put your laundry in it,does the hotel run its own laundry service
does the hotel run its own laundry service,we do as most hotels do
we do as most hotels do,i see is the telephone on the table good for outside calls
i see is the telephone on the table good for outside calls,there is house phone only but you can ask the operator for city calls
there is house phone only but you can ask the operator for city calls,can i get a city map at the hotel
shogun restaurant of pasadena,hi could you help me i need to make a dinner reservation
tuesday night is when we need the reservation for,what time do you think that you would like to have dinner
what time do you think that you would like to have dinner,
,how many diners will be in your group
how many diners will be in your group,we need a reservation for four
we need a reservation for four,i have a table for four available at
i have a table for four available at,my last name is foster thank you for the reservation
my last name is foster thank you for the reservation,mr foster we will be expecting you this tuesday at
mr foster we will be expecting you this tuesday at,we will be there thanks for the help
we will be there thanks for the help,waitress my bill for today s lunch please
waitress my bill for today s lunch please,ok sir
ok sir,how much do i owe
how much do i owe,yuan
yuan,here is yuan the charge is for you
here is yuan the charge is for you,thank you welcome to call again goodbye
thank you welcome to call again goodbye,goodbye
goodbye,well i ve looked over your resume mr peepers
sounds fine,you look pale paul what is wrong
you look pale paul what is wrong,i have got a headache
i have got a headache,i am sorry to hear that anything i can do for you
i am sorry to hear that anything i can do for you,no thank you i will take an aspirin and see how it goes
no thank you i will take an aspirin and see how it goes,is there any cable for the internet
is there any cable for the internet,yes
yes,how much do i need to pay for it
how much do i need to pay for it,nothing the landlord pays
nothing the landlord pays,is there a mailbox in the apartment
is there a mailbox in the apartment,yes each apartment has one
yes each apartment has one,are there any parking lots for the tenants
are there any parking lots for the tenants,yes but you need to pay for it each month
yes but you need to pay for it each month,is there an alarm system in the apartment
is there an alarm system in the apartment,yes we set up the new alarm system a few months ago
yes we set up the new alarm system a few months ago,who will take responsibility for the heating system if it has a problem
who will take responsibility for the heating system if it has a problem,of course we do it is the landlord s responsibility
of course we do it is the landlord s responsibility,are smoke detectors provided
are smoke detectors provided,yes
yes,does this hotel have a pool
i am not sure i understand,think of a deep bathtub that you can swim in but against a current
think of a deep bathtub that you can swim in but against a current,cool what will they think of next how much are they
cool what will they think of next how much are they,sir guests pay nothing to use the stations
sir guests pay nothing to use the stations,excellent now what are the hours
i am going to change into my trunks right now,i think you will like the experience sir it s a great workout
i think you will like the experience sir it s a great workout,hi this is china southern airlines is that miss ye
hi this is china southern airlines is that miss ye,yes speaking what can i do for you
i have been yearning for a job as a stewardess in an airline like yours,could you tell me something about your previous job
could you tell me something about your previous job,yes i once worked in a small stock exchange my work is very simple
yes i once worked in a small stock exchange my work is very simple,did not you like it
did not you like it,no i thought it too dull also i did not think it was challenging enough
no i thought it too dull also i did not think it was challenging enough,what made you make a decision to leave
yes my office phone number is,what is the best time to call you then
what is the best time to call you then,between four and five in the afternoon
between four and five in the afternoon,thank you for coming miss yang
thank you for coming miss yang,the pleasure is mine it s been nice talking with you goodbye
the pleasure is mine it s been nice talking with you goodbye,can i help you madam
can i help you madam,yes i would like to choose a sweater for my son
yes i would like to choose a sweater for my son,i see do you have any ideas so far
i see do you have any ideas so far,not yet can you give me some suggestions
not yet can you give me some suggestions,sure madam but may l know how old he is
sure madam but may l know how old he is,thirteen
thirteen,and the height
and the height,about cm he likes to wear loose fitting sweaters
about cm he likes to wear loose fitting sweaters,i see how about this one it s very fashionable and popular among teenagers
i see how about this one it s very fashionable and popular among teenagers,i do not think he will like it he prefers simple styles
i do not think he will like it he prefers simple styles,how about this one then
sure rather than eating having western food is more about western culture,yeah which restaurant are we going to tonight
honey you are a good accountant so i would better leave that to you too,it seems that it s all about me then what do you do
it seems that it s all about me then what do you do,i will take care of the order
i will take care of the order,ok then well yuan for appetizer yuan for dinner and yuan for wine anything else
ok then well yuan for appetizer yuan for dinner and yuan for wine anything else,do not forget about the dessert
do not forget about the dessert,ok then yuan for dessert yuan all together
ok then yuan for dessert yuan all together,excuse me could you please turn on the air conditioner it s so hot here
excuse me could you please turn on the air conditioner it s so hot here,ok i will fetch the remote control
ok i will fetch the remote control,aha it s cool now can i keep the robot
aha it s cool now can i keep the robot,yes here you are
yes here you are,i m so hungry let me have a look at the menu
i m so hungry let me have a look at the menu,we can pig out on potato chips and cookies they are very cheap
we can pig out on potato chips and cookies they are very cheap,our company is going to do some cutbacks soon
our company is going to do some cutbacks soon,really where did you hear that
anything else,don t boast and don t be modest
i see,try to be natural alert and interested
my pleasure good luck to you,jason there s a snag in the plans for the hoover center
jason there s a snag in the plans for the hoover center,what s wrong i thought everything was set
how were you getting along with your studies,quite well i made good records in college i won the scholarship in every semester
quite well i made good records in college i won the scholarship in every semester,in addition to your major did you have other fields to study
excuse me what is the charge for a picture,you can get your photos instantly
you can get your photos instantly,that is great give me the landscape of the triumphal for the background
that is great give me the landscape of the triumphal for the background,no problem say cheese that is good please wait a moment
no problem say cheese that is good please wait a moment,what can i do for you today
what can i do for you today,can i sign up for some classes today
can i sign up for some classes today,which classes
which classes,i would like to take a driver s course
i would like to take a driver s course,would you like to make an appointment
would you like to make an appointment,why do i need an appointment
why do i need an appointment,you need to sign the paperwork
you need to sign the paperwork,can i do that right now
can i do that right now,when can you come in
when can you come in,how about o clock tomorrow morning
how about o clock tomorrow morning,i will schedule you for then
i will schedule you for then,thanks for all your help
thanks for all your help,the tea smells good what tea is it
the tea smells good what tea is it,it s a special green tea named longing tea from zhejiang province
it s a special green tea named longing tea from zhejiang province,what is special about it except its pleasant smell
what is special about it except its pleasant smell,you can see that it keeps the original color of the tea leaves very well
you can see that it keeps the original color of the tea leaves very well,they must have some special methods to do this during the process
they must have some special methods to do this during the process,probably i love green tea it s one of my daily necessities
not really but i really love to have after meal tea,what is the advantage about tea
good what about the export packing,well they are packed in boxes of two dozens each boxes to a wooden case
i am glad to hear that by the way do you accept neutral packing,yes we can pack the goods according to your instructions
can you do me a favor,sure what is it
sure what is it,can you keep an eye on my bag please nature s calling
can you keep an eye on my bag please nature s calling,sure will you be long
sure will you be long,no i just want to use the bathroom
no i just want to use the bathroom,go ahead it will be safe with me
go ahead it will be safe with me,did you ever get your bus pass
did you ever get your bus pass,i do not think i am going to get one
i do not think i am going to get one,why not
why not,it s just a waste of cash man
it s just a waste of cash man,actually it will save you money
actually it will save you money,oh really
oh really,because you can use your bus pass as many times as you want
because you can use your bus pass as many times as you want,really
really,yeah and you never have to worry about scraping for change
yeah and you never have to worry about scraping for change,that sounds like a good deal
that sounds like a good deal,yeah so are you going to buy one
yeah so are you going to buy one,i will
i will,did you see the robbery
did you see the robbery,i sure did
i sure did,did you see everything
did you see everything,i was in the bank at the time
i was in the bank at the time,what exactly did you see
what exactly did you see,i saw the guy come in with a gun
i saw the guy come in with a gun,did you get a good look at his face
did you get a good look at his face,he was wearing a mask
he was wearing a mask,was anyone else with him
was anyone else with him,he came in alone
he came in alone,could you come to the station for more questioning
could you come to the station for more questioning,that will be fine
that will be fine,dai ling
very well thank you,please take a seat everything would be ready in a minute
please take a seat everything would be ready in a minute,can you bring me a glass of orange juice please i am quite thirsty
wow you are right everything is absolutely delicious please pass the pepper,here you are taste the french fries
would you like some more,no more thank you
no more thank you,here is to our friendship and health
here is to our friendship and health,bottom is up
bottom is up,i think that i would enjoy living here but i would like to make improvements
i think that i would enjoy living here but i would like to make improvements,what would make this apartment better for you
what would make this apartment better for you,i think that it would look better with a better quality carpet
how much more would it cost to upgrade,it could vary quite a bit between and dollars per square yard
it could vary quite a bit between and dollars per square yard,do you think that i could have a different paint color in my apartment
do you think that i could have a different paint color in my apartment,i have to see a sample bring me one this week please
i have to see a sample bring me one this week please,how long will it take for my new apartment to be ready
how long will it take for my new apartment to be ready,both the new paint and new carpet will be finished by next week
it seems perfect,here are some leaflets detailing everything we have discussed
hi this is a receptionist desk how can i help you,yes i just checked in but i need to change my room
yes i just checked in but i need to change my room,what s the problem
that s ok thanks,i wish to order sets of hifi do you have this service
i wish to order sets of hifi do you have this service,sony or some other brands
sony or some other brands,sony please do you have extra charge for delivery
sony please do you have extra charge for delivery,no it s free
no it s free,may i know who s calling
may i know who s calling,hello this is david
hello this is david,glad to hear your voice david
glad to hear your voice david,hi is that jessica
hi is that jessica,yes what can i do for you
yes what can i do for you,i want to inform you of the interview
i want to inform you of the interview,what i can barely hear you because your veiled voice
what i can barely hear you because your veiled voice,i said i am informing you of the interview
how does she cook the shrimp,she often cooks it in a large pan of boiling water
it s all right i often fry sausages when my mom is not at home,really i really want to have a try
i am sorry but i really need it this afternoon,well could you drive me home i have spare keys there
well could you drive me home i have spare keys there,sure that is no problem
here you go anything else,no that is it thanks i really appreciate it
no that is it thanks i really appreciate it,i would like a facial
i would like a facial,which kind would you like we have five different varieties of facials
which kind would you like we have five different varieties of facials,which would you recommend
what does it included,the facial will start with thorough cleansing
the facial will start with thorough cleansing,does it include facial mask and massage
that sounds great,i stayed at bob s last night
i stayed at bob s last night,i was worried where you were
i was worried where you were,i guess i should have told you
i guess i should have told you,yes you should have
yes you should have,it s freezing in here can i turn up the heat
i would like to send this to chicago,air mail or surface mail
air mail please,please put it on the scale there seventy five cents
please put it on the scale there seventy five cents,make it special delivery please
make it special delivery please,oh then it will be one dollar twenty five cents thank you
oh then it will be one dollar twenty five cents thank you,which type of telephone bill would you like to pay today
ever since i saw computer can do your project i wanted to have a computer,i have a question about my cable
i have a question about my cable,what do you need
what do you need,i have not been able to watch my cable for the past week
i have not been able to watch my cable for the past week,right now the cable is not working
right now the cable is not working,could you tell me when it will be back on
could you tell me when it will be back on,the cable should be running again in a couple of days
the cable should be running again in a couple of days,in the meantime do i still have to pay for the cable
in the meantime do i still have to pay for the cable,we will just give you a credit for the inconvenience
we will just give you a credit for the inconvenience,does that mean i will not have to pay for it
does that mean i will not have to pay for it,it will be free until it comes back on
it will be free until it comes back on,thanks i appreciate your help
thanks i appreciate your help,thank you for all your patience
thank you so much,hello
hello,hello is steve there
hello is steve there,i am sorry he is not here right now
i am sorry he is not here right now,what time will he be back
what time will he be back,around five thirty
around five thirty,this afternoon
this afternoon,yes may i ask who s calling
yes may i ask who s calling,this is his friend greg
this is his friend greg,okay i will tell him you called
okay i will tell him you called,thanks
thanks,hi i would like to purchase a one way ticket to brussels please
i understand thank you very much,have a great trip
have a great trip,hi is this the bread and cheese deli
yes we do deliveries for orders over ma am,how big is this parking lot in our community
how big is this parking lot in our community,it has fifty parking spaces
it has fifty parking spaces,so you guys should be always busy
so you guys should be always busy,why
why,i bet it is always full of cars
ah i see,we plan to rent some of them out at the hourly rates
we plan to rent some of them out at the hourly rates,what is the hourly rate for a car like this
what is the hourly rate for a car like this,i am not sure but it will be at least ten yuan an hour
i am not sure but it will be at least ten yuan an hour,how mush would it cost if someone parks here for one hour and ten minutes
that is expensive,ouch the water s too hot
that is a good sign but just soak a little longer ok,i would like to help pitch in with dinner
i would like to help pitch in with dinner,really you are joking
really you are joking,no i would like to do something special for you on your birthday
no i would like to do something special for you on your birthday,i would like that alright put on this apron first
i would like that alright put on this apron first,ok now how can i help hon
ok now how can i help hon,hmm let me see boil some water
hmm let me see boil some water,easy i could do that with my eyes closed after a while done
easy i could do that with my eyes closed after a while done,not bad okay now take some meat and potatoes from the fridge
not bad okay now take some meat and potatoes from the fridge,how many potatoes do you need
three and bring four bell peppers,gotcha ok here they are
gotcha ok here they are,now wash them then dice the potatoes and bell peppers
now wash them then dice the potatoes and bell peppers,where is the peeler
where is the peeler,dad how do you say this word
dad how do you say this word,sword say it sword
sword say it sword,what does this word mean
what does this word mean,look it up in the dictionary
look it up in the dictionary,dad can you just tell me what it means i am too lazy
dad can you just tell me what it means i am too lazy,no honey go and read it you will learn
no honey go and read it you will learn,hello again here s another fruit tray for you
hello again here s another fruit tray for you,oh hi again hey the fruit looks different this time
it looks really artistic how did you learn to do that,oh look at your table i will help you clear it off
oh look at your table i will help you clear it off,you know art is something i have always been interested in
you know art is something i have always been interested in,enjoy your food bye
good morning mr zhang this is jimmy calling from polaroid company,hi jimmy good morning
we surely believe you,can not you give me another chance and reconsider your decision
can not you give me another chance and reconsider your decision,i am afraid we are sticking to our choice
ok,check out sir
check out sir,yes would you please call me a taxi first
yes would you please call me a taxi first,no problem how would you like to pay
no problem how would you like to pay,credit card please here you are
credit card please here you are,how do you want to advertise the opening
how do you want to advertise the opening,i have had good responses from the beijing times help wanted ads
i have had good responses from the beijing times help wanted ads,all right i suggest posting the ad monday through friday
all right i suggest posting the ad monday through friday,ok monday is the big day for job ads
ok monday is the big day for job ads,and job seekers will certainly check the paper over on tuesday
such concern for the company craig i am impressed,vancouver is the third largest city in canada
vancouver is the third largest city in canada,would you please tell me what places are worth visiting
could you come and help me mend the computer neel,what is wrong with it
what is wrong with it,i can not log on the internet again
i can not log on the internet again,let me see did you change anything on your computer
let me see did you change anything on your computer,no never
no never,what kind of anti virus software do you use
what kind of anti virus software do you use,i do not have this kind of software
we are broke,i can not believe it
i can not believe it,how do you like you trip
how do you like you trip,i have no idea maybe i want to take a boat down the river
i have no idea maybe i want to take a boat down the river,that is interesting i will go with you
that is interesting i will go with you,will not it be dangerous
will not it be dangerous,do not worry there are so many people we will join the touring party
do not worry there are so many people we will join the touring party,that is better
that is better,is this the right bus for the grand hotel
is this the right bus for the grand hotel,oh no you should take the no tram
oh no you should take the no tram,where can i take it
two blocks down the street,excuse me could you help me
excuse me could you help me,yes what seems to be the problem
yes what seems to be the problem,well i was wondering if anyone has turned in a passport
well i was wondering if anyone has turned in a passport,i am afraid not have you lost your passport
